pa, pp, ta, tp
an employee helps a colonel .,a colonel is helped by an employee .,the manager raised the chicken .,the chicken was raised by the manager .
an employee joins a colonel .,a colonel is joined by an employee .,the manager raised the chicken .,the chicken was raised by the manager .
an employee surprises a colonel .,a colonel is surprised by an employee .,the manager raised the chicken .,the chicken was raised by the manager .
the captain grabs the doctor .,the doctor is grabbed by the captain .,a colonel punched a nurse .,a nurse was punched by a colonel .
the chief hurries the doctor .,the doctor is hurried by the chief .,a colonel punched a nurse .,a nurse was punched by a colonel .
the captain judges the doctor .,the doctor is judged by the captain .,a colonel punched a nurse .,a nurse was punched by a colonel .
the captain embraces the doctor .,the doctor is embraced by the captain .,a colonel punched a nurse .,a nurse was punched by a colonel .
the chief protects the doctor .,the doctor is protected by the chief .,a colonel punched a nurse .,a nurse was punched by a colonel .
the captain drags the doctor .,the doctor is dragged by the captain .,a colonel punched a nurse .,a nurse was punched by a colonel .
the chief beats the doctor .,the doctor is beaten by the chief .,a colonel punched a nurse .,a nurse was punched by a colonel .
the chief washes the doctor .,the doctor is washed by the chief .,a colonel punched a nurse .,a nurse was punched by a colonel .
the chief hurries the doctor .,the doctor is hurried by the chief .,a colonel punched a nurse .,a nurse was punched by a colonel .
the chief kills the doctor .,the doctor is killed by the chief .,a colonel punched a nurse .,a nurse was punched by a colonel .
the king strikes the captain .,the captain is struck by the king .,a bishop understood a pilot .,a pilot was understood by a bishop .
the king embraces the captain .,the captain is embraced by the king .,a bishop understood a pilot .,a pilot was understood by a bishop .
the king joins the captain .,the captain is joined by the king .,a bishop understood a pilot .,a pilot was understood by a bishop .
the priest hurries the captain .,the captain is hurried by the priest .,a bishop understood a pilot .,a pilot was understood by a bishop .
the priest helps the captain .,the captain is helped by the priest .,a bishop understood a pilot .,a pilot was understood by a bishop .
the priest joins the captain .,the captain is joined by the priest .,a bishop understood a pilot .,a pilot was understood by a bishop .
the king surprises the captain .,the captain is surprised by the king .,a bishop understood a pilot .,a pilot was understood by a bishop .
the priest hurries the captain .,the captain is hurried by the priest .,a bishop understood a pilot .,a pilot was understood by a bishop .
the king grabs the captain .,the captain is grabbed by the king .,a bishop understood a pilot .,a pilot was understood by a bishop .
the priest washes the captain .,the captain is washed by the priest .,a bishop understood a pilot .,a pilot was understood by a bishop .
the friend selects the button .,the button is selected by the friend .,a guest wrapped a jacket .,a jacket was wrapped by a guest .
the friend uses the coat .,the coat is used by the friend .,a guest wrapped a jacket .,a jacket was wrapped by a guest .
the friend carries the coat .,the coat is carried by the friend .,a guest wrapped a jacket .,a jacket was wrapped by a guest .
the friend describes the button .,the button is described by the friend .,a guest wrapped a jacket .,a jacket was wrapped by a guest .
the friend carries the button .,the button is carried by the friend .,a guest wrapped a jacket .,a jacket was wrapped by a guest .
the friend accepts the coat .,the coat is accepted by the friend .,a guest wrapped a jacket .,a jacket was wrapped by a guest .
the friend destroys the button .,the button is destroyed by the friend .,a guest wrapped a jacket .,a jacket was wrapped by a guest .
the friend breaks the button .,the button is broken by the friend .,a guest wrapped a jacket .,a jacket was wrapped by a guest .
the friend smells the coat .,the coat is smelled by the friend .,a guest wrapped a jacket .,a jacket was wrapped by a guest .
the friend breaks the coat .,the coat is broken by the friend .,a guest wrapped a jacket .,a jacket was wrapped by a guest .
the boy accepted the telephone .,the telephone was accepted by the boy .,a son raises a television .,a television is raised by a son .
the daughter left the telephone .,the telephone was left by the daughter .,a son raises a television .,a television is raised by a son .
the boy punched the actress .,the actress was punched by the boy .,a son raises a television .,a television is raised by a son .
the father destroyed the actress .,the actress was destroyed by the father .,a son raises a television .,a television is raised by a son .
the daughter forgave the actor .,the actor was forgiven by the daughter .,a son raises a television .,a television is raised by a son .
the child selected the actor .,the actor was selected by the child .,a son raises a television .,a television is raised by a son .
the father wrapped the telephone .,the telephone was wrapped by the father .,a son raises a television .,a television is raised by a son .
the daughter broke the telephone .,the telephone was broken by the daughter .,a son raises a television .,a television is raised by a son .
the father struck the actress .,the actress was struck by the father .,a son raises a television .,a television is raised by a son .
the boy punched the actress .,the actress was punched by the boy .,a son raises a television .,a television is raised by a son .
the friend hurries the mayor .,the mayor is hurried by the friend .,a buddy judged a president .,a president was judged by a buddy .
the friend kills the leader .,the leader is killed by the friend .,a buddy judged a president .,a president was judged by a buddy .
the friend carries the leader .,the leader is carried by the friend .,a buddy judged a president .,a president was judged by a buddy .
the friend selects the leader .,the leader is selected by the friend .,a buddy judged a president .,a president was judged by a buddy .
the friend comforts the mayor .,the mayor is comforted by the friend .,a buddy judged a president .,a president was judged by a buddy .
the friend hurts the mayor .,the mayor is hurt by the friend .,a buddy judged a president .,a president was judged by a buddy .
the friend kills the mayor .,the mayor is killed by the friend .,a buddy judged a president .,a president was judged by a buddy .
the friend protects the leader .,the leader is protected by the friend .,a buddy judged a president .,a president was judged by a buddy .
the friend teaches the leader .,the leader is taught by the friend .,a buddy judged a president .,a president was judged by a buddy .
the friend kills the mayor .,the mayor is killed by the friend .,a buddy judged a president .,a president was judged by a buddy .
a man removed a bowl .,a bowl was removed by a man .,the husband eats the salad .,the salad is eaten by the husband .
a man wanted a bowl .,a bowl was wanted by a man .,the husband eats the salad .,the salad is eaten by the husband .
a wife kept a bowl .,a bowl was kept by a wife .,the husband eats the salad .,the salad is eaten by the husband .
a wife removed a bowl .,a bowl was removed by a wife .,the husband eats the salad .,the salad is eaten by the husband .
a friend dragged a bowl .,a bowl was dragged by a friend .,the husband eats the salad .,the salad is eaten by the husband .
a wife removed a bowl .,a bowl was removed by a wife .,the husband eats the salad .,the salad is eaten by the husband .
a wife forgot a bowl .,a bowl was forgotten by a wife .,the husband eats the salad .,the salad is eaten by the husband .
a friend wrapped a bowl .,a bowl was wrapped by a friend .,the husband eats the salad .,the salad is eaten by the husband .
a wife carried a bowl .,a bowl was carried by a wife .,the husband eats the salad .,the salad is eaten by the husband .
a wife used a bowl .,a bowl was used by a wife .,the husband eats the salad .,the salad is eaten by the husband .
a singer strikes a lawyer .,a lawyer is struck by a singer .,the band protected the attorney .,the attorney was protected by the band .
a singer punches a lawyer .,a lawyer is punched by a singer .,the band protected the attorney .,the attorney was protected by the band .
a singer destroys a lawyer .,a lawyer is destroyed by a singer .,the band protected the attorney .,the attorney was protected by the band .
a singer comforts a lawyer .,a lawyer is comforted by a singer .,the band protected the attorney .,the attorney was protected by the band .
a singer raises a lawyer .,a lawyer is raised by a singer .,the band protected the attorney .,the attorney was protected by the band .
a singer drags a lawyer .,a lawyer is dragged by a singer .,the band protected the attorney .,the attorney was protected by the band .
a singer beats a lawyer .,a lawyer is beaten by a singer .,the band protected the attorney .,the attorney was protected by the band .
a singer punches a lawyer .,a lawyer is punched by a singer .,the band protected the attorney .,the attorney was protected by the band .
a singer comforts a lawyer .,a lawyer is comforted by a singer .,the band protected the attorney .,the attorney was protected by the band .
a singer teaches a lawyer .,a lawyer is taught by a singer .,the band protected the attorney .,the attorney was protected by the band .
the attorney leads the corporation .,the corporation is led by the attorney .,a lawyer hurt a business .,a business was hurt by a lawyer .
the doctor bothers the partner .,the partner is bothered by the doctor .,a lawyer hurt a business .,a business was hurt by a lawyer .
the doctor follows the partner .,the partner is followed by the doctor .,a lawyer hurt a business .,a business was hurt by a lawyer .
the doctor punches the partner .,the partner is punched by the doctor .,a lawyer hurt a business .,a business was hurt by a lawyer .
the doctor embraces the partner .,the partner is embraced by the doctor .,a lawyer hurt a business .,a business was hurt by a lawyer .
the attorney raises the partner .,the partner is raised by the attorney .,a lawyer hurt a business .,a business was hurt by a lawyer .
the doctor hurries the partner .,the partner is hurried by the doctor .,a lawyer hurt a business .,a business was hurt by a lawyer .
the doctor comforts the partner .,the partner is comforted by the doctor .,a lawyer hurt a business .,a business was hurt by a lawyer .
the doctor hurries the partner .,the partner is hurried by the doctor .,a lawyer hurt a business .,a business was hurt by a lawyer .
the doctor forgives the company .,the company is forgiven by the doctor .,a lawyer hurt a business .,a business was hurt by a lawyer .
the doctor comforted the leader .,the leader was comforted by the doctor .,a lawyer kills a president .,a president is killed by a lawyer .
the attorney hurried the mayor .,the mayor was hurried by the attorney .,a lawyer kills a president .,a president is killed by a lawyer .
the doctor joined the leader .,the leader was joined by the doctor .,a lawyer kills a president .,a president is killed by a lawyer .
the doctor helped the leader .,the leader was helped by the doctor .,a lawyer kills a president .,a president is killed by a lawyer .
the attorney bothered the mayor .,the mayor was bothered by the attorney .,a lawyer kills a president .,a president is killed by a lawyer .
the doctor chased the mayor .,the mayor was chased by the doctor .,a lawyer kills a president .,a president is killed by a lawyer .
the attorney struck the mayor .,the mayor was struck by the attorney .,a lawyer kills a president .,a president is killed by a lawyer .
the attorney hurried the mayor .,the mayor was hurried by the attorney .,a lawyer kills a president .,a president is killed by a lawyer .
the doctor hurried the leader .,the leader was hurried by the doctor .,a lawyer kills a president .,a president is killed by a lawyer .
the doctor chased the mayor .,the mayor was chased by the doctor .,a lawyer kills a president .,a president is killed by a lawyer .
an uncle wraps a box .,a box is wrapped by an uncle .,the man dragged the bag .,the bag was dragged by the man .
a worker accepts a box .,a box is accepted by a worker .,the man dragged the bag .,the bag was dragged by the man .
an uncle drinks a tea .,a tea is drunk by an uncle .,the man dragged the bag .,the bag was dragged by the man .
a soldier wants a tea .,a tea is wanted by a soldier .,the man dragged the bag .,the bag was dragged by the man .
a soldier purchases a box .,a box is purchased by a soldier .,the man dragged the bag .,the bag was dragged by the man .
a child leaves a box .,a box is left by a child .,the man dragged the bag .,the bag was dragged by the man .
a husband raises a tea .,a tea is raised by a husband .,the man dragged the bag .,the bag was dragged by the man .
a lady smells a tea .,a tea is smelled by a lady .,the man dragged the bag .,the bag was dragged by the man .
a boy accepts a box .,a box is accepted by a boy .,the man dragged the bag .,the bag was dragged by the man .
a soldier wants a tea .,a tea is wanted by a soldier .,the man dragged the bag .,the bag was dragged by the man .
the chief leaves the bowl .,the bowl is left by the chief .,a captain grabbed a cup .,a cup was grabbed by a captain .
the colonel selects the coffee .,the coffee is selected by the colonel .,a captain grabbed a cup .,a cup was grabbed by a captain .
the colonel wants the coffee .,the coffee is wanted by the colonel .,a captain grabbed a cup .,a cup was grabbed by a captain .
the chief accepts the bowl .,the bowl is accepted by the chief .,a captain grabbed a cup .,a cup was grabbed by a captain .
the colonel accepts the bowl .,the bowl is accepted by the colonel .,a captain grabbed a cup .,a cup was grabbed by a captain .
the chief accepts the bowl .,the bowl is accepted by the chief .,a captain grabbed a cup .,a cup was grabbed by a captain .
the chief removes the bowl .,the bowl is removed by the chief .,a captain grabbed a cup .,a cup was grabbed by a captain .
the chief wraps the bowl .,the bowl is wrapped by the chief .,a captain grabbed a cup .,a cup was grabbed by a captain .
the chief raises the bowl .,the bowl is raised by the chief .,a captain grabbed a cup .,a cup was grabbed by a captain .
the chief leaves the bowl .,the bowl is left by the chief .,a captain grabbed a cup .,a cup was grabbed by a captain .
the reader washes the glass .,the glass is washed by the reader .,a student described a crystal .,a crystal was described by a student .
the reader wraps the glass .,the glass is wrapped by the reader .,a student described a crystal .,a crystal was described by a student .
the professor accepts the glass .,the glass is accepted by the professor .,a student described a crystal .,a crystal was described by a student .
the professor accepts the glass .,the glass is accepted by the professor .,a student described a crystal .,a crystal was described by a student .
the teacher accepts the glass .,the glass is accepted by the teacher .,a student described a crystal .,a crystal was described by a student .
the reader discovers the glass .,the glass is discovered by the reader .,a student described a crystal .,a crystal was described by a student .
the professor leaves the glass .,the glass is left by the professor .,a student described a crystal .,a crystal was described by a student .
the professor removes the glass .,the glass is removed by the professor .,a student described a crystal .,a crystal was described by a student .
the professor catches the glass .,the glass is caught by the professor .,a student described a crystal .,a crystal was described by a student .
the teacher carries the glass .,the glass is carried by the teacher .,a student described a crystal .,a crystal was described by a student .
a priest dragged a bag .,a bag was dragged by a priest .,the bishop selects the tea .,the tea is selected by the bishop .
a priest caught a coffee .,a coffee was caught by a priest .,the bishop selects the tea .,the tea is selected by the bishop .
a priest dragged a cup .,a cup was dragged by a priest .,the bishop selects the tea .,the tea is selected by the bishop .
a king used a cup .,a cup was used by a king .,the bishop selects the tea .,the tea is selected by the bishop .
a priest removed a pot .,a pot was removed by a priest .,the bishop selects the tea .,the tea is selected by the bishop .
a king forgot a coffee .,a coffee was forgotten by a king .,the bishop selects the tea .,the tea is selected by the bishop .
a priest prepared a pot .,a pot was prepared by a priest .,the bishop selects the tea .,the tea is selected by the bishop .
a priest collected a coffee .,a coffee was collected by a priest .,the bishop selects the tea .,the tea is selected by the bishop .
a king wrapped a bag .,a bag was wrapped by a king .,the bishop selects the tea .,the tea is selected by the bishop .
a king collected a bag .,a bag was collected by a king .,the bishop selects the tea .,the tea is selected by the bishop .
the brother embraced the worker .,the worker was embraced by the brother .,a daughter asks an employer .,an employer is asked by a daughter .
the mother discovered the worker .,the worker was discovered by the mother .,a daughter asks an employer .,an employer is asked by a daughter .
the mother hurried the worker .,the worker was hurried by the mother .,a daughter asks an employer .,an employer is asked by a daughter .
the girl surprised the worker .,the worker was surprised by the girl .,a daughter asks an employer .,an employer is asked by a daughter .
the father forgot the employee .,the employee was forgotten by the father .,a daughter asks an employer .,an employer is asked by a daughter .
the brother hurried the employee .,the employee was hurried by the brother .,a daughter asks an employer .,an employer is asked by a daughter .
the child joined the worker .,the worker was joined by the child .,a daughter asks an employer .,an employer is asked by a daughter .
the father taught the employee .,the employee was taught by the father .,a daughter asks an employer .,an employer is asked by a daughter .
the girl taught the employee .,the employee was taught by the girl .,a daughter asks an employer .,an employer is asked by a daughter .
the mother destroyed the worker .,the worker was destroyed by the mother .,a daughter asks an employer .,an employer is asked by a daughter .
the man surprises the son .,the son is surprised by the man .,a soldier asked a father .,a father was asked by a soldier .
the man judges the son .,the son is judged by the man .,a soldier asked a father .,a father was asked by a soldier .
the man comforts the mother .,the mother is comforted by the man .,a soldier asked a father .,a father was asked by a soldier .
the boy embraces the parent .,the parent is embraced by the boy .,a soldier asked a father .,a father was asked by a soldier .
the boy kisses the son .,the son is kissed by the boy .,a soldier asked a father .,a father was asked by a soldier .
the man hurries the priest .,the priest is hurried by the man .,a soldier asked a father .,a father was asked by a soldier .
the man drags the son .,the son is dragged by the man .,a soldier asked a father .,a father was asked by a soldier .
the man describes the parent .,the parent is described by the man .,a soldier asked a father .,a father was asked by a soldier .
the man follows the uncle .,the uncle is followed by the man .,a soldier asked a father .,a father was asked by a soldier .
the man kills the son .,the son is killed by the man .,a soldier asked a father .,a father was asked by a soldier .
the boy punched the mother .,the mother was punched by the boy .,a friend beats a woman .,a woman is beaten by a friend .
the boy taught the actress .,the actress was taught by the boy .,a friend beats a woman .,a woman is beaten by a friend .
the brother understood the girl .,the girl was understood by the brother .,a friend beats a woman .,a woman is beaten by a friend .
the cousin embraced the actress .,the actress was embraced by the cousin .,a friend beats a woman .,a woman is beaten by a friend .
the brother kissed the mother .,the mother was kissed by the brother .,a friend beats a woman .,a woman is beaten by a friend .
the husband judged the girl .,the girl was judged by the husband .,a friend beats a woman .,a woman is beaten by a friend .
the buddy forgave the actress .,the actress was forgiven by the buddy .,a friend beats a woman .,a woman is beaten by a friend .
the boy forgot the wife .,the wife was forgotten by the boy .,a friend beats a woman .,a woman is beaten by a friend .
the husband understood the wife .,the wife was understood by the husband .,a friend beats a woman .,a woman is beaten by a friend .
the girl kissed the man .,the man was kissed by the girl .,a friend beats a woman .,a woman is beaten by a friend .
a winner wrapped a glass .,a glass was wrapped by a winner .,the candidate forgets the beer .,the beer is forgotten by the candidate .
a winner broke a glass .,a glass was broken by a winner .,the candidate forgets the beer .,the beer is forgotten by the candidate .
a president wrapped a glass .,a glass was wrapped by a president .,the candidate forgets the beer .,the beer is forgotten by the candidate .
a president accepted a glass .,a glass was accepted by a president .,the candidate forgets the beer .,the beer is forgotten by the candidate .
a winner selected a bottle .,a bottle was selected by a winner .,the candidate forgets the beer .,the beer is forgotten by the candidate .
a winner prepared a glass .,a glass was prepared by a winner .,the candidate forgets the beer .,the beer is forgotten by the candidate .
a president caught a glass .,a glass was caught by a president .,the candidate forgets the beer .,the beer is forgotten by the candidate .
a president used a glass .,a glass was used by a president .,the candidate forgets the beer .,the beer is forgotten by the candidate .
a president dragged a glass .,a glass was dragged by a president .,the candidate forgets the beer .,the beer is forgotten by the candidate .
a winner used a glass .,a glass was used by a winner .,the candidate forgets the beer .,the beer is forgotten by the candidate .
the daughter grabbed the glass .,the glass was grabbed by the daughter .,a girl purchases a juice .,a juice is purchased by a girl .
the lady discovered the glass .,the glass was discovered by the lady .,a girl purchases a juice .,a juice is purchased by a girl .
the lady collected the glass .,the glass was collected by the lady .,a girl purchases a juice .,a juice is purchased by a girl .
the actress accepted the glass .,the glass was accepted by the actress .,a girl purchases a juice .,a juice is purchased by a girl .
the daughter broke the glass .,the glass was broken by the daughter .,a girl purchases a juice .,a juice is purchased by a girl .
the daughter broke the glass .,the glass was broken by the daughter .,a girl purchases a juice .,a juice is purchased by a girl .
the boy removed the glass .,the glass was removed by the boy .,a girl purchases a juice .,a juice is purchased by a girl .
the guy broke the glass .,the glass was broken by the guy .,a girl purchases a juice .,a juice is purchased by a girl .
the guy used the glass .,the glass was used by the guy .,a girl purchases a juice .,a juice is purchased by a girl .
the woman prepared the glass .,the glass was prepared by the woman .,a girl purchases a juice .,a juice is purchased by a girl .
the actor smells the salad .,the salad is smelled by the actor .,a singer broke a bowl .,a bowl was broken by a singer .
the actor forgets the salad .,the salad is forgotten by the actor .,a singer broke a bowl .,a bowl was broken by a singer .
the actor tastes the salad .,the salad is tasted by the actor .,a singer broke a bowl .,a bowl was broken by a singer .
the actor eats the salad .,the salad is eaten by the actor .,a singer broke a bowl .,a bowl was broken by a singer .
the writer smells the pot .,the pot is smelled by the writer .,a singer broke a bowl .,a bowl was broken by a singer .
the actor tastes the salad .,the salad is tasted by the actor .,a singer broke a bowl .,a bowl was broken by a singer .
the actor washes the ball .,the ball is washed by the actor .,a singer broke a bowl .,a bowl was broken by a singer .
the actor collects the plate .,the plate is collected by the actor .,a singer broke a bowl .,a bowl was broken by a singer .
the actor eats the salad .,the salad is eaten by the actor .,a singer broke a bowl .,a bowl was broken by a singer .
the writer forgets the plate .,the plate is forgotten by the writer .,a singer broke a bowl .,a bowl was broken by a singer .
a worker hurried a doctor .,a doctor was hurried by a worker .,the employer forgives the professor .,the professor is forgiven by the employer .
a worker dragged a scientist .,a scientist was dragged by a worker .,the employer forgives the professor .,the professor is forgiven by the employer .
a worker joined a doctor .,a doctor was joined by a worker .,the employer forgives the professor .,the professor is forgiven by the employer .
an employee judged a scientist .,a scientist was judged by an employee .,the employer forgives the professor .,the professor is forgiven by the employer .
an employee beat a scientist .,a scientist was beaten by an employee .,the employer forgives the professor .,the professor is forgiven by the employer .
a worker followed a doctor .,a doctor was followed by a worker .,the employer forgives the professor .,the professor is forgiven by the employer .
a worker carried a scientist .,a scientist was carried by a worker .,the employer forgives the professor .,the professor is forgiven by the employer .
an employee washed a doctor .,a doctor was washed by an employee .,the employer forgives the professor .,the professor is forgiven by the employer .
a worker helped a scientist .,a scientist was helped by a worker .,the employer forgives the professor .,the professor is forgiven by the employer .
an employee beat a student .,a student was beaten by an employee .,the employer forgives the professor .,the professor is forgiven by the employer .
a bishop discovered a bag .,a bag was discovered by a bishop .,the priest drinks the tea .,the tea is drunk by the priest .
a bishop purchased a coffee .,a coffee was purchased by a bishop .,the priest drinks the tea .,the tea is drunk by the priest .
a bishop collected a coffee .,a coffee was collected by a bishop .,the priest drinks the tea .,the tea is drunk by the priest .
a father wrapped a pot .,a pot was wrapped by a father .,the priest drinks the tea .,the tea is drunk by the priest .
a bishop left a pot .,a pot was left by a bishop .,the priest drinks the tea .,the tea is drunk by the priest .
a bishop selected a coffee .,a coffee was selected by a bishop .,the priest drinks the tea .,the tea is drunk by the priest .
a bishop smelled a coffee .,a coffee was smelled by a bishop .,the priest drinks the tea .,the tea is drunk by the priest .
a father accepted a cup .,a cup was accepted by a father .,the priest drinks the tea .,the tea is drunk by the priest .
a bishop forgot a coffee .,a coffee was forgotten by a bishop .,the priest drinks the tea .,the tea is drunk by the priest .
a bishop removed a pot .,a pot was removed by a bishop .,the priest drinks the tea .,the tea is drunk by the priest .
the attorney washed the cop .,the cop was washed by the attorney .,a lawyer wraps a gun .,a gun is wrapped by a lawyer .
the doctor kissed the soldier .,the soldier was kissed by the doctor .,a lawyer wraps a gun .,a gun is wrapped by a lawyer .
the attorney broke the knife .,the knife was broken by the attorney .,a lawyer wraps a gun .,a gun is wrapped by a lawyer .
the attorney forgave the soldier .,the soldier was forgiven by the attorney .,a lawyer wraps a gun .,a gun is wrapped by a lawyer .
the doctor struck the cop .,the cop was struck by the doctor .,a lawyer wraps a gun .,a gun is wrapped by a lawyer .
the attorney accepted the machine .,the machine was accepted by the attorney .,a lawyer wraps a gun .,a gun is wrapped by a lawyer .
the doctor collected the knife .,the knife was collected by the doctor .,a lawyer wraps a gun .,a gun is wrapped by a lawyer .
the doctor washed the knife .,the knife was washed by the doctor .,a lawyer wraps a gun .,a gun is wrapped by a lawyer .
the attorney kissed the soldier .,the soldier was kissed by the attorney .,a lawyer wraps a gun .,a gun is wrapped by a lawyer .
the attorney raised the machine .,the machine was raised by the attorney .,a lawyer wraps a gun .,a gun is wrapped by a lawyer .
the captain breaks the ball .,the ball is broken by the captain .,a pilot removed a bowl .,a bowl was removed by a pilot .
the captain tastes the salad .,the salad is tasted by the captain .,a pilot removed a bowl .,a bowl was removed by a pilot .
the captain discovers the salad .,the salad is discovered by the captain .,a pilot removed a bowl .,a bowl was removed by a pilot .
the captain uses the plate .,the plate is used by the captain .,a pilot removed a bowl .,a bowl was removed by a pilot .
the captain smells the salad .,the salad is smelled by the captain .,a pilot removed a bowl .,a bowl was removed by a pilot .
the captain tastes the salad .,the salad is tasted by the captain .,a pilot removed a bowl .,a bowl was removed by a pilot .
the captain grabs the cup .,the cup is grabbed by the captain .,a pilot removed a bowl .,a bowl was removed by a pilot .
the captain catches the salad .,the salad is caught by the captain .,a pilot removed a bowl .,a bowl was removed by a pilot .
the captain washes the ball .,the ball is washed by the captain .,a pilot removed a bowl .,a bowl was removed by a pilot .
the captain wraps the cup .,the cup is wrapped by the captain .,a pilot removed a bowl .,a bowl was removed by a pilot .
an employee killed a cousin .,a cousin was killed by an employee .,the manager hurries the uncle .,the uncle is hurried by the manager .
an employee kissed a father .,a father was kissed by an employee .,the manager hurries the uncle .,the uncle is hurried by the manager .
an employee dragged a father .,a father was dragged by an employee .,the manager hurries the uncle .,the uncle is hurried by the manager .
an employee selected a father .,a father was selected by an employee .,the manager hurries the uncle .,the uncle is hurried by the manager .
an employee hurt a cousin .,a cousin was hurt by an employee .,the manager hurries the uncle .,the uncle is hurried by the manager .
an employee followed a father .,a father was followed by an employee .,the manager hurries the uncle .,the uncle is hurried by the manager .
an employee protected a father .,a father was protected by an employee .,the manager hurries the uncle .,the uncle is hurried by the manager .
an employee killed a man .,a man was killed by an employee .,the manager hurries the uncle .,the uncle is hurried by the manager .
an employee helped a man .,a man was helped by an employee .,the manager hurries the uncle .,the uncle is hurried by the manager .
an employee described an aunt .,an aunt was described by an employee .,the manager hurries the uncle .,the uncle is hurried by the manager .
the mother forgave the colonel .,the colonel was forgiven by the mother .,a kid eats a chicken .,a chicken is eaten by a kid .
the child judged the colonel .,the colonel was judged by the child .,a kid eats a chicken .,a chicken is eaten by a kid .
the adult embraced the colonel .,the colonel was embraced by the adult .,a kid eats a chicken .,a chicken is eaten by a kid .
the daughter killed the colonel .,the colonel was killed by the daughter .,a kid eats a chicken .,a chicken is eaten by a kid .
the daughter kissed the colonel .,the colonel was kissed by the daughter .,a kid eats a chicken .,a chicken is eaten by a kid .
the adult asked the colonel .,the colonel was asked by the adult .,a kid eats a chicken .,a chicken is eaten by a kid .
the child destroyed the colonel .,the colonel was destroyed by the child .,a kid eats a chicken .,a chicken is eaten by a kid .
the mother punched the colonel .,the colonel was punched by the mother .,a kid eats a chicken .,a chicken is eaten by a kid .
the daughter raised the colonel .,the colonel was raised by the daughter .,a kid eats a chicken .,a chicken is eaten by a kid .
the mother washed the colonel .,the colonel was washed by the mother .,a kid eats a chicken .,a chicken is eaten by a kid .
the brother asked the father .,the father was asked by the brother .,a son follows a parent .,a parent is followed by a son .
the boy raised the father .,the father was raised by the boy .,a son follows a parent .,a parent is followed by a son .
