ppo, pdo, tpo, tdo
a parent took a machine to a secretary .,a parent took a secretary a machine .,the child caught the gun for the employee .,the child caught the employee the gun .
a boy sold a hat to a guest .,a boy sold a guest a hat .,the guy got the box for the company .,the guy got the company the box .
a man sold a bag to a business .,a man sold a business a bag .,the guy got the box for the company .,the guy got the company the box .
a boy threw a bag to a friend .,a boy threw a friend a bag .,the guy got the box for the company .,the guy got the company the box .
a man threw a bag to a guest .,a man threw a guest a bag .,the guy got the box for the company .,the guy got the company the box .
a girl threw a bag to a guest .,a girl threw a guest a bag .,the guy got the box for the company .,the guy got the company the box .
a girl threw a bag to a guest .,a girl threw a guest a bag .,the guy got the box for the company .,the guy got the company the box .
a man sold a hat to a business .,a man sold a business a hat .,the guy got the box for the company .,the guy got the company the box .
a man sold a bag to a business .,a man sold a business a bag .,the guy got the box for the company .,the guy got the company the box .
a boy sold a bag to a business .,a boy sold a business a bag .,the guy got the box for the company .,the guy got the company the box .
a partner threw a bag to a guest .,a partner threw a guest a bag .,the guy got the box for the company .,the guy got the company the box .
the scientist left the chocolate for the army .,the scientist left the army the chocolate .,a nurse threw a candy to a captain .,a nurse threw a captain a candy .
the scientist kept the chocolate for the chief .,the scientist kept the chief the chocolate .,a nurse threw a candy to a captain .,a nurse threw a captain a candy .
the doctor delivered the chocolate for the colonel .,the doctor delivered the colonel the chocolate .,a nurse threw a candy to a captain .,a nurse threw a captain a candy .
the scientist kept the chocolate for the army .,the scientist kept the army the chocolate .,a nurse threw a candy to a captain .,a nurse threw a captain a candy .
the scientist purchased the chocolate for the chief .,the scientist purchased the chief the chocolate .,a nurse threw a candy to a captain .,a nurse threw a captain a candy .
the doctor got the chocolate for the colonel .,the doctor got the colonel the chocolate .,a nurse threw a candy to a captain .,a nurse threw a captain a candy .
the scientist purchased the chocolate for the army .,the scientist purchased the army the chocolate .,a nurse threw a candy to a captain .,a nurse threw a captain a candy .
the scientist left the chocolate for the leader .,the scientist left the leader the chocolate .,a nurse threw a candy to a captain .,a nurse threw a captain a candy .
the doctor kept the chocolate for the pilot .,the doctor kept the pilot the chocolate .,a nurse threw a candy to a captain .,a nurse threw a captain a candy .
the scientist bought the chocolate for the chief .,the scientist bought the chief the chocolate .,a nurse threw a candy to a captain .,a nurse threw a captain a candy .
the winner brought the glass to the cousin .,the winner brought the cousin the glass .,a candidate purchased a bottle for an aunt .,a candidate purchased an aunt a bottle .
the winner sent the glass to the cousin .,the winner sent the cousin the glass .,a candidate purchased a bottle for an aunt .,a candidate purchased an aunt a bottle .
the winner took the glass to the uncle .,the winner took the uncle the glass .,a candidate purchased a bottle for an aunt .,a candidate purchased an aunt a bottle .
the president threw the beer to the cousin .,the president threw the cousin the beer .,a candidate purchased a bottle for an aunt .,a candidate purchased an aunt a bottle .
the winner took the glass to the uncle .,the winner took the uncle the glass .,a candidate purchased a bottle for an aunt .,a candidate purchased an aunt a bottle .
the president sent the beer to the uncle .,the president sent the uncle the beer .,a candidate purchased a bottle for an aunt .,a candidate purchased an aunt a bottle .
the winner gave the beer to the cousin .,the winner gave the cousin the beer .,a candidate purchased a bottle for an aunt .,a candidate purchased an aunt a bottle .
the winner took the glass to the uncle .,the winner took the uncle the glass .,a candidate purchased a bottle for an aunt .,a candidate purchased an aunt a bottle .
the president gave the glass to the uncle .,the president gave the uncle the glass .,a candidate purchased a bottle for an aunt .,a candidate purchased an aunt a bottle .
the president brought the beer to the cousin .,the president brought the cousin the beer .,a candidate purchased a bottle for an aunt .,a candidate purchased an aunt a bottle .
the scientist threw the glass to the leader .,the scientist threw the leader the glass .,a nurse got a plate for a mayor .,a nurse got a mayor a plate .
the scientist threw the bowl to the president .,the scientist threw the president the bowl .,a nurse got a plate for a mayor .,a nurse got a mayor a plate .
the doctor sold the bowl to the leader .,the doctor sold the leader the bowl .,a nurse got a plate for a mayor .,a nurse got a mayor a plate .
the doctor sold the cup to the man .,the doctor sold the man the cup .,a nurse got a plate for a mayor .,a nurse got a mayor a plate .
the scientist threw the glass to the man .,the scientist threw the man the glass .,a nurse got a plate for a mayor .,a nurse got a mayor a plate .
the scientist threw the cup to the leader .,the scientist threw the leader the cup .,a nurse got a plate for a mayor .,a nurse got a mayor a plate .
the scientist sold the bowl to the man .,the scientist sold the man the bowl .,a nurse got a plate for a mayor .,a nurse got a mayor a plate .
the scientist threw the cup to the leader .,the scientist threw the leader the cup .,a nurse got a plate for a mayor .,a nurse got a mayor a plate .
the scientist threw the glass to the leader .,the scientist threw the leader the glass .,a nurse got a plate for a mayor .,a nurse got a mayor a plate .
the doctor threw the glass to the man .,the doctor threw the man the glass .,a nurse got a plate for a mayor .,a nurse got a mayor a plate .
the student caught the bowl for the daughter .,the student caught the daughter the bowl .,a reader took a plate to a wife .,a reader took a wife a plate .
the writer caught the glass for the daughter .,the writer caught the daughter the glass .,a reader took a plate to a wife .,a reader took a wife a plate .
the writer caught the cup for the mother .,the writer caught the mother the cup .,a reader took a plate to a wife .,a reader took a wife a plate .
the writer caught the bowl for the husband .,the writer caught the husband the bowl .,a reader took a plate to a wife .,a reader took a wife a plate .
the writer caught the cup for the husband .,the writer caught the husband the cup .,a reader took a plate to a wife .,a reader took a wife a plate .
the writer caught the cup for the daughter .,the writer caught the daughter the cup .,a reader took a plate to a wife .,a reader took a wife a plate .
the student purchased the glass for the husband .,the student purchased the husband the glass .,a reader took a plate to a wife .,a reader took a wife a plate .
the professor caught the bowl for the daughter .,the professor caught the daughter the bowl .,a reader took a plate to a wife .,a reader took a wife a plate .
the writer purchased the cup for the mother .,the writer purchased the mother the cup .,a reader took a plate to a wife .,a reader took a wife a plate .
the student caught the bowl for the man .,the student caught the man the bowl .,a reader took a plate to a wife .,a reader took a wife a plate .
a leader brought a chocolate to a student .,a leader brought a student a chocolate .,the president bought the candy for the girl .,the president bought the girl the candy .
a candidate brought a chocolate to a daughter .,a candidate brought a daughter a chocolate .,the president bought the candy for the girl .,the president bought the girl the candy .
a leader brought a chocolate to a partner .,a leader brought a partner a chocolate .,the president bought the candy for the girl .,the president bought the girl the candy .
a candidate threw a chocolate to a lady .,a candidate threw a lady a chocolate .,the president bought the candy for the girl .,the president bought the girl the candy .
a leader sent a chocolate to a boy .,a leader sent a boy a chocolate .,the president bought the candy for the girl .,the president bought the girl the candy .
a leader threw a chocolate to a woman .,a leader threw a woman a chocolate .,the president bought the candy for the girl .,the president bought the girl the candy .
a mayor gave a chocolate to a guy .,a mayor gave a guy a chocolate .,the president bought the candy for the girl .,the president bought the girl the candy .
a candidate threw a chocolate to a woman .,a candidate threw a woman a chocolate .,the president bought the candy for the girl .,the president bought the girl the candy .
a mayor gave a chocolate to a student .,a mayor gave a student a chocolate .,the president bought the candy for the girl .,the president bought the girl the candy .
a man sent a chocolate to a woman .,a man sent a woman a chocolate .,the president bought the candy for the girl .,the president bought the girl the candy .
the man left the tea for the friend .,the man left the friend the tea .,a partner sold a coffee to a company .,a partner sold a company a coffee .
the boy got the tea for the guest .,the boy got the guest the tea .,a partner sold a coffee to a company .,a partner sold a company a coffee .
the friend caught the cup for the guest .,the friend caught the guest the cup .,a partner sold a coffee to a company .,a partner sold a company a coffee .
the friend kept the cup for the guest .,the friend kept the guest the cup .,a partner sold a coffee to a company .,a partner sold a company a coffee .
the boy delivered the cup for the guest .,the boy delivered the guest the cup .,a partner sold a coffee to a company .,a partner sold a company a coffee .
the guy caught the cup for the friend .,the guy caught the friend the cup .,a partner sold a coffee to a company .,a partner sold a company a coffee .
the guy kept the tea for the friend .,the guy kept the friend the tea .,a partner sold a coffee to a company .,a partner sold a company a coffee .
the girl left the cup for the guest .,the girl left the guest the cup .,a partner sold a coffee to a company .,a partner sold a company a coffee .
the buddy caught the cup for the friend .,the buddy caught the friend the cup .,a partner sold a coffee to a company .,a partner sold a company a coffee .
the buddy got the tea for the corporation .,the buddy got the corporation the tea .,a partner sold a coffee to a company .,a partner sold a company a coffee .
a writer brought a candy to a business .,a writer brought a business a candy .,the author kept the chocolate for the corporation .,the author kept the corporation the chocolate .
a writer brought a pie to a company .,a writer brought a company a pie .,the author kept the chocolate for the corporation .,the author kept the corporation the chocolate .
a reader brought a pie to a company .,a reader brought a company a pie .,the author kept the chocolate for the corporation .,the author kept the corporation the chocolate .
a reader sold a pie to a business .,a reader sold a business a pie .,the author kept the chocolate for the corporation .,the author kept the corporation the chocolate .
a reader sent a candy to a company .,a reader sent a company a candy .,the author kept the chocolate for the corporation .,the author kept the corporation the chocolate .
a writer sold a pie to a company .,a writer sold a company a pie .,the author kept the chocolate for the corporation .,the author kept the corporation the chocolate .
a reader brought a pie to a business .,a reader brought a business a pie .,the author kept the chocolate for the corporation .,the author kept the corporation the chocolate .
a reader brought a candy to a business .,a reader brought a business a candy .,the author kept the chocolate for the corporation .,the author kept the corporation the chocolate .
a reader sent a candy to a business .,a reader sent a business a candy .,the author kept the chocolate for the corporation .,the author kept the corporation the chocolate .
a reader sent a pie to a business .,a reader sent a business a pie .,the author kept the chocolate for the corporation .,the author kept the corporation the chocolate .
the soldier threw the tea to the scientist .,the soldier threw the scientist the tea .,a man got a coffee for a nurse .,a man got a nurse a coffee .
the lady sold the tea to the scientist .,the lady sold the scientist the tea .,a man got a coffee for a nurse .,a man got a nurse a coffee .
the president sold the tea to the scientist .,the president sold the scientist the tea .,a man got a coffee for a nurse .,a man got a nurse a coffee .
the lady sold the tea to the scientist .,the lady sold the scientist the tea .,a man got a coffee for a nurse .,a man got a nurse a coffee .
the mayor threw the tea to the scientist .,the mayor threw the scientist the tea .,a man got a coffee for a nurse .,a man got a nurse a coffee .
the child threw the tea to the scientist .,the child threw the scientist the tea .,a man got a coffee for a nurse .,a man got a nurse a coffee .
the mayor sold the cup to the scientist .,the mayor sold the scientist the cup .,a man got a coffee for a nurse .,a man got a nurse a coffee .
the husband threw the tea to the scientist .,the husband threw the scientist the tea .,a man got a coffee for a nurse .,a man got a nurse a coffee .
the guy threw the cup to the scientist .,the guy threw the scientist the cup .,a man got a coffee for a nurse .,a man got a nurse a coffee .
the woman threw the cup to the doctor .,the woman threw the doctor the cup .,a man got a coffee for a nurse .,a man got a nurse a coffee .
the uncle gave the chocolate to the prince .,the uncle gave the prince the chocolate .,a cousin bought a candy for a king .,a cousin bought a king a candy .
the uncle gave the chocolate to the princess .,the uncle gave the princess the chocolate .,a cousin bought a candy for a king .,a cousin bought a king a candy .
the aunt threw the chocolate to the president .,the aunt threw the president the chocolate .,a cousin bought a candy for a king .,a cousin bought a king a candy .
the uncle sent the chocolate to the princess .,the uncle sent the princess the chocolate .,a cousin bought a candy for a king .,a cousin bought a king a candy .
the kid threw the chocolate to the princess .,the kid threw the princess the chocolate .,a cousin bought a candy for a king .,a cousin bought a king a candy .
the friend threw the chocolate to the princess .,the friend threw the princess the chocolate .,a cousin bought a candy for a king .,a cousin bought a king a candy .
the brother sent the chocolate to the bishop .,the brother sent the bishop the chocolate .,a cousin bought a candy for a king .,a cousin bought a king a candy .
the brother brought the chocolate to the leader .,the brother brought the leader the chocolate .,a cousin bought a candy for a king .,a cousin bought a king a candy .
the aunt threw the chocolate to the president .,the aunt threw the president the chocolate .,a cousin bought a candy for a king .,a cousin bought a king a candy .
the friend gave the chocolate to the leader .,the friend gave the leader the chocolate .,a cousin bought a candy for a king .,a cousin bought a king a candy .
a student caught a ball for a wife .,a student caught a wife a ball .,the teacher sent the bowl to the husband .,the teacher sent the husband the bowl .
a professor purchased a pot for a man .,a professor purchased a man a pot .,the teacher sent the bowl to the husband .,the teacher sent the husband the bowl .
a student purchased a salad for a wife .,a student purchased a wife a salad .,the teacher sent the bowl to the husband .,the teacher sent the husband the bowl .
a student kept a ball for a friend .,a student kept a friend a ball .,the teacher sent the bowl to the husband .,the teacher sent the husband the bowl .
a friend bought a cup for a wife .,a friend bought a wife a cup .,the teacher sent the bowl to the husband .,the teacher sent the husband the bowl .
a professor bought a salad for a friend .,a professor bought a friend a salad .,the teacher sent the bowl to the husband .,the teacher sent the husband the bowl .
a parent caught a plate for a wife .,a parent caught a wife a plate .,the teacher sent the bowl to the husband .,the teacher sent the husband the bowl .
a professor left a plate for a man .,a professor left a man a plate .,the teacher sent the bowl to the husband .,the teacher sent the husband the bowl .
a friend bought a cup for a man .,a friend bought a man a cup .,the teacher sent the bowl to the husband .,the teacher sent the husband the bowl .
a friend caught a plate for a wife .,a friend caught a wife a plate .,the teacher sent the bowl to the husband .,the teacher sent the husband the bowl .
the writer caught the cup for the partner .,the writer caught the partner the cup .,a reader gave a coffee to a business .,a reader gave a business a coffee .
the author bought the cup for the man .,the author bought the man the cup .,a reader gave a coffee to a business .,a reader gave a business a coffee .
the author bought the tea for the partner .,the author bought the partner the tea .,a reader gave a coffee to a business .,a reader gave a business a coffee .
the student purchased the cup for the corporation .,the student purchased the corporation the cup .,a reader gave a coffee to a business .,a reader gave a business a coffee .
the professor purchased the tea for the man .,the professor purchased the man the tea .,a reader gave a coffee to a business .,a reader gave a business a coffee .
the student purchased the tea for the company .,the student purchased the company the tea .,a reader gave a coffee to a business .,a reader gave a business a coffee .
the writer caught the cup for the man .,the writer caught the man the cup .,a reader gave a coffee to a business .,a reader gave a business a coffee .
the writer purchased the tea for the company .,the writer purchased the company the tea .,a reader gave a coffee to a business .,a reader gave a business a coffee .
the student left the cup for the partner .,the student left the partner the cup .,a reader gave a coffee to a business .,a reader gave a business a coffee .
the professor purchased the cup for the company .,the professor purchased the company the cup .,a reader gave a coffee to a business .,a reader gave a business a coffee .
the princess purchased the engine for the leader .,the princess purchased the leader the engine .,a prince took a motor to a manager .,a prince took a manager a motor .
the king caught the engine for the employee .,the king caught the employee the engine .,a prince took a motor to a manager .,a prince took a manager a motor .
the king caught the engine for the employee .,the king caught the employee the engine .,a prince took a motor to a manager .,a prince took a manager a motor .
the king caught the engine for the employee .,the king caught the employee the engine .,a prince took a motor to a manager .,a prince took a manager a motor .
the king bought the engine for the employee .,the king bought the employee the engine .,a prince took a motor to a manager .,a prince took a manager a motor .
the princess purchased the engine for the employee .,the princess purchased the employee the engine .,a prince took a motor to a manager .,a prince took a manager a motor .
the king bought the engine for the leader .,the king bought the leader the engine .,a prince took a motor to a manager .,a prince took a manager a motor .
the princess caught the engine for the employee .,the princess caught the employee the engine .,a prince took a motor to a manager .,a prince took a manager a motor .
the princess caught the engine for the worker .,the princess caught the worker the engine .,a prince took a motor to a manager .,a prince took a manager a motor .
the king caught the engine for the leader .,the king caught the leader the engine .,a prince took a motor to a manager .,a prince took a manager a motor .
a cop bought a chocolate for a singer .,a cop bought a singer a chocolate .,the sheriff brought the candy to the band .,the sheriff brought the band the candy .
a cop left a chocolate for a singer .,a cop left a singer a chocolate .,the sheriff brought the candy to the band .,the sheriff brought the band the candy .
a cop left a chocolate for a singer .,a cop left a singer a chocolate .,the sheriff brought the candy to the band .,the sheriff brought the band the candy .
a cop bought a chocolate for a leader .,a cop bought a leader a chocolate .,the sheriff brought the candy to the band .,the sheriff brought the band the candy .
a cop bought a chocolate for a leader .,a cop bought a leader a chocolate .,the sheriff brought the candy to the band .,the sheriff brought the band the candy .
a cop bought a chocolate for a singer .,a cop bought a singer a chocolate .,the sheriff brought the candy to the band .,the sheriff brought the band the candy .
a cop bought a chocolate for a singer .,a cop bought a singer a chocolate .,the sheriff brought the candy to the band .,the sheriff brought the band the candy .
a cop bought a chocolate for a leader .,a cop bought a leader a chocolate .,the sheriff brought the candy to the band .,the sheriff brought the band the candy .
a cop left a chocolate for a singer .,a cop left a singer a chocolate .,the sheriff brought the candy to the band .,the sheriff brought the band the candy .
a cop bought a chocolate for a singer .,a cop bought a singer a chocolate .,the sheriff brought the candy to the band .,the sheriff brought the band the candy .
the princess bought the coffee for the actress .,the princess bought the actress the coffee .,a prince took a cup to an actor .,a prince took an actor a cup .
the princess caught the bowl for the actress .,the princess caught the actress the bowl .,a prince took a cup to an actor .,a prince took an actor a cup .
the king bought the plate for the actress .,the king bought the actress the plate .,a prince took a cup to an actor .,a prince took an actor a cup .
the princess caught the bowl for the singer .,the princess caught the singer the bowl .,a prince took a cup to an actor .,a prince took an actor a cup .
the princess purchased the coffee for the man .,the princess purchased the man the coffee .,a prince took a cup to an actor .,a prince took an actor a cup .
the princess caught the glass for the man .,the princess caught the man the glass .,a prince took a cup to an actor .,a prince took an actor a cup .
the king purchased the glass for the actress .,the king purchased the actress the glass .,a prince took a cup to an actor .,a prince took an actor a cup .
the king caught the plate for the man .,the king caught the man the plate .,a prince took a cup to an actor .,a prince took an actor a cup .
the king purchased the bowl for the singer .,the king purchased the singer the bowl .,a prince took a cup to an actor .,a prince took an actor a cup .
the princess purchased the coffee for the singer .,the princess purchased the singer the coffee .,a prince took a cup to an actor .,a prince took an actor a cup .
the leader caught the cup for the man .,the leader caught the man the cup .,a mayor sent a coffee to a soldier .,a mayor sent a soldier a coffee .
the leader left the cup for the man .,the leader left the man the cup .,a mayor sent a coffee to a soldier .,a mayor sent a soldier a coffee .
the chief bought the cup for the man .,the chief bought the man the cup .,a mayor sent a coffee to a soldier .,a mayor sent a soldier a coffee .
the chief caught the cup for the man .,the chief caught the man the cup .,a mayor sent a coffee to a soldier .,a mayor sent a soldier a coffee .
the man caught the cup for the boy .,the man caught the boy the cup .,a mayor sent a coffee to a soldier .,a mayor sent a soldier a coffee .
the man left the tea for the army .,the man left the army the tea .,a mayor sent a coffee to a soldier .,a mayor sent a soldier a coffee .
the chief left the cup for the army .,the chief left the army the cup .,a mayor sent a coffee to a soldier .,a mayor sent a soldier a coffee .
the president caught the cup for the boy .,the president caught the boy the cup .,a mayor sent a coffee to a soldier .,a mayor sent a soldier a coffee .
the president purchased the cup for the army .,the president purchased the army the cup .,a mayor sent a coffee to a soldier .,a mayor sent a soldier a coffee .
the chief caught the cup for the boy .,the chief caught the boy the cup .,a mayor sent a coffee to a soldier .,a mayor sent a soldier a coffee .
the king threw the tea to the employee .,the king threw the employee the tea .,a princess purchased a coffee for an employer .,a princess purchased an employer a coffee .
the prince threw the cup to the worker .,the prince threw the worker the cup .,a princess purchased a coffee for an employer .,a princess purchased an employer a coffee .
the prince took the cup to the employee .,the prince took the employee the cup .,a princess purchased a coffee for an employer .,a princess purchased an employer a coffee .
the prince threw the cup to the employee .,the prince threw the employee the cup .,a princess purchased a coffee for an employer .,a princess purchased an employer a coffee .
the king took the cup to the worker .,the king took the worker the cup .,a princess purchased a coffee for an employer .,a princess purchased an employer a coffee .
the prince brought the cup to the worker .,the prince brought the worker the cup .,a princess purchased a coffee for an employer .,a princess purchased an employer a coffee .
the king took the cup to the employee .,the king took the employee the cup .,a princess purchased a coffee for an employer .,a princess purchased an employer a coffee .
the king took the cup to the worker .,the king took the worker the cup .,a princess purchased a coffee for an employer .,a princess purchased an employer a coffee .
the prince gave the cup to the worker .,the prince gave the worker the cup .,a princess purchased a coffee for an employer .,a princess purchased an employer a coffee .
the king sent the cup to the employee .,the king sent the employee the cup .,a princess purchased a coffee for an employer .,a princess purchased an employer a coffee .
the partner caught the computer for the winner .,the partner caught the winner the computer .,a girl took a key to a hero .,a girl took a hero a key .
the daughter caught the computer for the champion .,the daughter caught the champion the computer .,a girl took a key to a hero .,a girl took a hero a key .
the friend caught the computer for the man .,the friend caught the man the computer .,a girl took a key to a hero .,a girl took a hero a key .
the secretary bought the computer for the champion .,the secretary bought the champion the computer .,a girl took a key to a hero .,a girl took a hero a key .
the guy caught the computer for the champion .,the guy caught the champion the computer .,a girl took a key to a hero .,a girl took a hero a key .
the partner caught the computer for the winner .,the partner caught the winner the computer .,a girl took a key to a hero .,a girl took a hero a key .
the boy caught the computer for the champion .,the boy caught the champion the computer .,a girl took a key to a hero .,a girl took a hero a key .
the child bought the computer for the champion .,the child bought the champion the computer .,a girl took a key to a hero .,a girl took a hero a key .
the student bought the computer for the champion .,the student bought the champion the computer .,a girl took a key to a hero .,a girl took a hero a key .
the guy caught the computer for the champion .,the guy caught the champion the computer .,a girl took a key to a hero .,a girl took a hero a key .
the reader sent the log to the singer .,the reader sent the singer the log .,a student kept a book for a band .,a student kept a band a book .
the professor sold the log to the leader .,the professor sold the leader the log .,a student kept a book for a band .,a student kept a band a book .
the teacher threw the telephone to the singer .,the teacher threw the singer the telephone .,a student kept a book for a band .,a student kept a band a book .
the teacher threw the log to the leader .,the teacher threw the leader the log .,a student kept a book for a band .,a student kept a band a book .
the reader threw the log to the singer .,the reader threw the singer the log .,a student kept a book for a band .,a student kept a band a book .
the teacher sent the log to the singer .,the teacher sent the singer the log .,a student kept a book for a band .,a student kept a band a book .
the teacher sold the log to the leader .,the teacher sold the leader the log .,a student kept a book for a band .,a student kept a band a book .
the reader sold the log to the singer .,the reader sold the singer the log .,a student kept a book for a band .,a student kept a band a book .
the girl threw the telephone to the leader .,the girl threw the leader the telephone .,a student kept a book for a band .,a student kept a band a book .
the reader sold the log to the singer .,the reader sold the singer the log .,a student kept a book for a band .,a student kept a band a book .
the boy left the computer for the business .,the boy left the business the computer .,a friend sold a machine to a company .,a friend sold a company a machine .
the brother caught the gun for the guest .,the brother caught the guest the gun .,a friend sold a machine to a company .,a friend sold a company a machine .
the cousin kept the gun for the business .,the cousin kept the business the gun .,a friend sold a machine to a company .,a friend sold a company a machine .
the mother caught the computer for the guest .,the mother caught the guest the computer .,a friend sold a machine to a company .,a friend sold a company a machine .
the teacher caught the computer for the guest .,the teacher caught the guest the computer .,a friend sold a machine to a company .,a friend sold a company a machine .
the brother caught the engine for the guest .,the brother caught the guest the engine .,a friend sold a machine to a company .,a friend sold a company a machine .
the partner caught the computer for the guest .,the partner caught the guest the computer .,a friend sold a machine to a company .,a friend sold a company a machine .
the buddy left the gun for the guest .,the buddy left the guest the gun .,a friend sold a machine to a company .,a friend sold a company a machine .
the brother kept the computer for the business .,the brother kept the business the computer .,a friend sold a machine to a company .,a friend sold a company a machine .
the girl delivered the engine for the guest .,the girl delivered the guest the engine .,a friend sold a machine to a company .,a friend sold a company a machine .
the cousin sold the bottle to the man .,the cousin sold the man the bottle .,an aunt left a beer for a business .,an aunt left a business a beer .
the cousin sold the bottle to the corporation .,the cousin sold the corporation the bottle .,an aunt left a beer for a business .,an aunt left a business a beer .
the cousin gave the bottle to the man .,the cousin gave the man the bottle .,an aunt left a beer for a business .,an aunt left a business a beer .
the uncle threw the glass to the man .,the uncle threw the man the glass .,an aunt left a beer for a business .,an aunt left a business a beer .
the cousin sent the glass to the company .,the cousin sent the company the glass .,an aunt left a beer for a business .,an aunt left a business a beer .
the cousin sold the glass to the partner .,the cousin sold the partner the glass .,an aunt left a beer for a business .,an aunt left a business a beer .
the uncle sent the bottle to the man .,the uncle sent the man the bottle .,an aunt left a beer for a business .,an aunt left a business a beer .
the uncle sold the bottle to the partner .,the uncle sold the partner the bottle .,an aunt left a beer for a business .,an aunt left a business a beer .
the cousin threw the glass to the man .,the cousin threw the man the glass .,an aunt left a beer for a business .,an aunt left a business a beer .
the uncle sent the bottle to the partner .,the uncle sent the partner the bottle .,an aunt left a beer for a business .,an aunt left a business a beer .
a boy bought a bowl for a son .,a boy bought a son a bowl .,the man brought the salad to the daughter .,the man brought the daughter the salad .
a child bought a bowl for a mother .,a child bought a mother a bowl .,the man brought the salad to the daughter .,the man brought the daughter the salad .
a mayor purchased a bowl for a wife .,a mayor purchased a wife a bowl .,the man brought the salad to the daughter .,the man brought the daughter the salad .
a husband caught a bowl for a kid .,a husband caught a kid a bowl .,the man brought the salad to the daughter .,the man brought the daughter the salad .
an actor left a bowl for a kid .,an actor left a kid a bowl .,the man brought the salad to the daughter .,the man brought the daughter the salad .
a president caught a bowl for a kid .,a president caught a kid a bowl .,the man brought the salad to the daughter .,the man brought the daughter the salad .
a president kept a bowl for a wife .,a president kept a wife a bowl .,the man brought the salad to the daughter .,the man brought the daughter the salad .
a president bought a bowl for a child .,a president bought a child a bowl .,the man brought the salad to the daughter .,the man brought the daughter the salad .
an uncle bought a bowl for a girl .,an uncle bought a girl a bowl .,the man brought the salad to the daughter .,the man brought the daughter the salad .
a boy caught a bowl for a father .,a boy caught a father a bowl .,the man brought the salad to the daughter .,the man brought the daughter the salad .
the actor sold the bowl to the attorney .,the actor sold the attorney the bowl .,a singer delivered a salad for a lawyer .,a singer delivered a lawyer a salad .
the actor sold the bowl to the doctor .,the actor sold the doctor the bowl .,a singer delivered a salad for a lawyer .,a singer delivered a lawyer a salad .
the writer sold the bowl to the doctor .,the writer sold the doctor the bowl .,a singer delivered a salad for a lawyer .,a singer delivered a lawyer a salad .
the writer threw the bowl to the attorney .,the writer threw the attorney the bowl .,a singer delivered a salad for a lawyer .,a singer delivered a lawyer a salad .
