ppo, pdo, tpo, tdo
the author left the juice for the administration .,the author left the administration the juice .,the sheriff got the meal for the girl .,the sheriff got the girl the meal .
the band designed the ball for the club .,the band designed the club the ball .,the sheriff got the meal for the girl .,the sheriff got the girl the meal .
the priest caught the engine for the president .,the priest caught the president the engine .,the sheriff got the meal for the girl .,the sheriff got the girl the meal .
the colonel bought the tea for the wife .,the colonel bought the wife the tea .,the sheriff got the meal for the girl .,the sheriff got the girl the meal .
the doctor purchased the beer for the kid .,the doctor purchased the kid the beer .,the sheriff got the meal for the girl .,the sheriff got the girl the meal .
the author saved the chicken for the army .,the author saved the army the chicken .,the sheriff got the meal for the girl .,the sheriff got the girl the meal .
the scientist delivered the juice for the mother .,the scientist delivered the mother the juice .,the sheriff got the meal for the girl .,the sheriff got the girl the meal .
the doctor purchased the juice for the father .,the doctor purchased the father the juice .,the sheriff got the meal for the girl .,the sheriff got the girl the meal .
the actor bought the pie for the priest .,the actor bought the priest the pie .,the sheriff got the meal for the girl .,the sheriff got the girl the meal .
the husband left the juice for the club .,the husband left the club the juice .,the sheriff got the meal for the girl .,the sheriff got the girl the meal .
a winner supplied a cheese to a club .,a winner supplied a club a cheese .,a president fed a candy to a writer .,a president fed a writer a candy .
an attorney gave a salad to a company .,an attorney gave a company a salad .,a president fed a candy to a writer .,a president fed a writer a candy .
a cousin brought a tea to a student .,a cousin brought a student a tea .,a president fed a candy to a writer .,a president fed a writer a candy .
a partner threw a tea to a cop .,a partner threw a cop a tea .,a president fed a candy to a writer .,a president fed a writer a candy .
an actor took a card to a physician .,an actor took a physician a card .,a president fed a candy to a writer .,a president fed a writer a candy .
a chief brought a beer to a prince .,a chief brought a prince a beer .,a president fed a candy to a writer .,a president fed a writer a candy .
a chief showed a cheese to an actor .,a chief showed an actor a cheese .,a president fed a candy to a writer .,a president fed a writer a candy .
a kid sold a jacket to an actor .,a kid sold an actor a jacket .,a president fed a candy to a writer .,a president fed a writer a candy .
a husband threw a coffee to a father .,a husband threw a father a coffee .,a president fed a candy to a writer .,a president fed a writer a candy .
a daughter took a guitar to an actress .,a daughter took an actress a guitar .,a president fed a candy to a writer .,a president fed a writer a candy .
the guy got the meal for the administration .,the guy got the administration the meal .,the brother designed the coat for the sheriff .,the brother designed the sheriff the coat .
the secretary bought the juice for the soldier .,the secretary bought the soldier the juice .,the brother designed the coat for the sheriff .,the brother designed the sheriff the coat .
the mayor delivered the computer for the princess .,the mayor delivered the princess the computer .,the brother designed the coat for the sheriff .,the brother designed the sheriff the coat .
the priest kept the coffee for the candidate .,the priest kept the candidate the coffee .,the brother designed the coat for the sheriff .,the brother designed the sheriff the coat .
the hero saved the salad for the attorney .,the hero saved the attorney the salad .,the brother designed the coat for the sheriff .,the brother designed the sheriff the coat .
the wife purchased the bell for the lawyer .,the wife purchased the lawyer the bell .,the brother designed the coat for the sheriff .,the brother designed the sheriff the coat .
the uncle bought the cheese for the husband .,the uncle bought the husband the cheese .,the brother designed the coat for the sheriff .,the brother designed the sheriff the coat .
the mayor made the bag for the guy .,the mayor made the guy the bag .,the brother designed the coat for the sheriff .,the brother designed the sheriff the coat .
the writer caught the cup for the physician .,the writer caught the physician the cup .,the brother designed the coat for the sheriff .,the brother designed the sheriff the coat .
the guy saved the candy for the band .,the guy saved the band the candy .,the brother designed the coat for the sheriff .,the brother designed the sheriff the coat .
the nurse delivered the salad for the priest .,the nurse delivered the priest the salad .,the buddy found the candy for the physician .,the buddy found the physician the candy .
the sheriff saved the machine for the teacher .,the sheriff saved the teacher the machine .,the buddy found the candy for the physician .,the buddy found the physician the candy .
the army designed the crystal for the company .,the army designed the company the crystal .,the buddy found the candy for the physician .,the buddy found the physician the candy .
the writer caught the glass for the winner .,the writer caught the winner the glass .,the buddy found the candy for the physician .,the buddy found the physician the candy .
the prince delivered the pie for the wife .,the prince delivered the wife the pie .,the buddy found the candy for the physician .,the buddy found the physician the candy .
the girl kept the chicken for the president .,the girl kept the president the chicken .,the buddy found the candy for the physician .,the buddy found the physician the candy .
the daughter saved the beer for the company .,the daughter saved the company the beer .,the buddy found the candy for the physician .,the buddy found the physician the candy .
the sheriff saved the juice for the lawyer .,the sheriff saved the lawyer the juice .,the buddy found the candy for the physician .,the buddy found the physician the candy .
the minister delivered the bottle for the bishop .,the minister delivered the bishop the bottle .,the buddy found the candy for the physician .,the buddy found the physician the candy .
the club designed the jacket for the army .,the club designed the army the jacket .,the buddy found the candy for the physician .,the buddy found the physician the candy .
the pilot purchased the coffee for the scientist .,the pilot purchased the scientist the coffee .,the army designed the card for the administration .,the army designed the administration the card .
the lawyer kept the juice for the student .,the lawyer kept the student the juice .,the army designed the card for the administration .,the army designed the administration the card .
the princess delivered the button for the girl .,the princess delivered the girl the button .,the army designed the card for the administration .,the army designed the administration the card .
the adult got the machine for the mother .,the adult got the mother the machine .,the army designed the card for the administration .,the army designed the administration the card .
the employee got the chocolate for the band .,the employee got the band the chocolate .,the army designed the card for the administration .,the army designed the administration the card .
the author saved the chicken for the hero .,the author saved the hero the chicken .,the army designed the card for the administration .,the army designed the administration the card .
the lady got the beer for the club .,the lady got the club the beer .,the army designed the card for the administration .,the army designed the administration the card .
the scientist got the meal for the band .,the scientist got the band the meal .,the army designed the card for the administration .,the army designed the administration the card .
the lawyer purchased the meal for the hero .,the lawyer purchased the hero the meal .,the army designed the card for the administration .,the army designed the administration the card .
the aunt purchased the coffee for the band .,the aunt purchased the band the coffee .,the army designed the card for the administration .,the army designed the administration the card .
the hero got the juice for the business .,the hero got the business the juice .,the guest saved the beer for the administration .,the guest saved the administration the beer .
the son found the coffee for the boy .,the son found the boy the coffee .,the guest saved the beer for the administration .,the guest saved the administration the beer .
the parent made the jacket for the princess .,the parent made the princess the jacket .,the guest saved the beer for the administration .,the guest saved the administration the beer .
the chief drew the bowl for the physician .,the chief drew the physician the bowl .,the guest saved the beer for the administration .,the guest saved the administration the beer .
the pilot designed the gun for the prince .,the pilot designed the prince the gun .,the guest saved the beer for the administration .,the guest saved the administration the beer .
the minister made the knife for the corporation .,the minister made the corporation the knife .,the guest saved the beer for the administration .,the guest saved the administration the beer .
the captain drew the television for the band .,the captain drew the band the television .,the guest saved the beer for the administration .,the guest saved the administration the beer .
the wife caught the card for the cop .,the wife caught the cop the card .,the guest saved the beer for the administration .,the guest saved the administration the beer .
the parent delivered the coffee for the buddy .,the parent delivered the buddy the coffee .,the guest saved the beer for the administration .,the guest saved the administration the beer .
the doctor bought the tea for the child .,the doctor bought the child the tea .,the guest saved the beer for the administration .,the guest saved the administration the beer .
an opponent supplied a pie to a club .,an opponent supplied a club a pie .,a student promised a juice to a mayor .,a student promised a mayor a juice .
a daughter brought a guitar to a cousin .,a daughter brought a cousin a guitar .,a student promised a juice to a mayor .,a student promised a mayor a juice .
a worker threw a pie to a candidate .,a worker threw a candidate a pie .,a student promised a juice to a mayor .,a student promised a mayor a juice .
a woman took a computer to a son .,a woman took a son a computer .,a student promised a juice to a mayor .,a student promised a mayor a juice .
a husband brought a cigarette to a colonel .,a husband brought a colonel a cigarette .,a student promised a juice to a mayor .,a student promised a mayor a juice .
an attorney sent a bag to an army .,an attorney sent an army a bag .,a student promised a juice to a mayor .,a student promised a mayor a juice .
a lady took a bottle to a kid .,a lady took a kid a bottle .,a student promised a juice to a mayor .,a student promised a mayor a juice .
a minister sent a bag to a worker .,a minister sent a worker a bag .,a student promised a juice to a mayor .,a student promised a mayor a juice .
a princess showed a chicken to an army .,a princess showed an army a chicken .,a student promised a juice to a mayor .,a student promised a mayor a juice .
a wife sent a beer to an actor .,a wife sent an actor a beer .,a student promised a juice to a mayor .,a student promised a mayor a juice .
the adult caught the cup for the uncle .,the adult caught the uncle the cup .,the king drew the machine for the president .,the king drew the president the machine .
the soldier kept the meal for the captain .,the soldier kept the captain the meal .,the king drew the machine for the president .,the king drew the president the machine .
the aunt found the salad for the corporation .,the aunt found the corporation the salad .,the king drew the machine for the president .,the king drew the president the machine .
the cousin kept the pie for the scientist .,the cousin kept the scientist the pie .,the king drew the machine for the president .,the king drew the president the machine .
the nurse bought the ball for the doctor .,the nurse bought the doctor the ball .,the king drew the machine for the president .,the king drew the president the machine .
the writer bought the candy for the kid .,the writer bought the kid the candy .,the king drew the machine for the president .,the king drew the president the machine .
the pilot kept the box for the guest .,the pilot kept the guest the box .,the king drew the machine for the president .,the king drew the president the machine .
the minister bought the beer for the father .,the minister bought the father the beer .,the king drew the machine for the president .,the king drew the president the machine .
the winner got the beer for the singer .,the winner got the singer the beer .,the king drew the machine for the president .,the king drew the president the machine .
the secretary found the coffee for the nurse .,the secretary found the nurse the coffee .,the king drew the machine for the president .,the king drew the president the machine .
the attorney promised the salad to the opponent .,the attorney promised the opponent the salad .,the partner supplied the tea to the administration .,the partner supplied the administration the tea .
the priest promised the pie to the sheriff .,the priest promised the sheriff the pie .,the partner supplied the tea to the administration .,the partner supplied the administration the tea .
the lawyer sent the plate to the president .,the lawyer sent the president the plate .,the partner supplied the tea to the administration .,the partner supplied the administration the tea .
the pilot took the anchor to the father .,the pilot took the father the anchor .,the partner supplied the tea to the administration .,the partner supplied the administration the tea .
the scientist threw the glass to the reader .,the scientist threw the reader the glass .,the partner supplied the tea to the administration .,the partner supplied the administration the tea .
the mother showed the chicken to the company .,the mother showed the company the chicken .,the partner supplied the tea to the administration .,the partner supplied the administration the tea .
the woman took the cigarette to the brother .,the woman took the brother the cigarette .,the partner supplied the tea to the administration .,the partner supplied the administration the tea .
the employer sold the log to the army .,the employer sold the army the log .,the partner supplied the tea to the administration .,the partner supplied the administration the tea .
the cop took the newspaper to the guest .,the cop took the guest the newspaper .,the partner supplied the tea to the administration .,the partner supplied the administration the tea .
the singer sent the engine to the band .,the singer sent the band the engine .,the partner supplied the tea to the administration .,the partner supplied the administration the tea .
the mayor delivered the coffee for the sheriff .,the mayor delivered the sheriff the coffee .,the bishop got the pot for the corporation .,the bishop got the corporation the pot .
the child purchased the salad for the administration .,the child purchased the administration the salad .,the bishop got the pot for the corporation .,the bishop got the corporation the pot .
the child made the crystal for the employee .,the child made the employee the crystal .,the bishop got the pot for the corporation .,the bishop got the corporation the pot .
the physician delivered the wire for the wife .,the physician delivered the wife the wire .,the bishop got the pot for the corporation .,the bishop got the corporation the pot .
the wife made the gun for the lawyer .,the wife made the lawyer the gun .,the bishop got the pot for the corporation .,the bishop got the corporation the pot .
the physician caught the knife for the aunt .,the physician caught the aunt the knife .,the bishop got the pot for the corporation .,the bishop got the corporation the pot .
the writer delivered the key for the uncle .,the writer delivered the uncle the key .,the bishop got the pot for the corporation .,the bishop got the corporation the pot .
the nurse made the key for the partner .,the nurse made the partner the key .,the bishop got the pot for the corporation .,the bishop got the corporation the pot .
the father made the instrument for the band .,the father made the band the instrument .,the bishop got the pot for the corporation .,the bishop got the corporation the pot .
the boy bought the beer for the employee .,the boy bought the employee the beer .,the bishop got the pot for the corporation .,the bishop got the corporation the pot .
the student drew the card for the army .,the student drew the army the card .,the lawyer kept the cheese for the daughter .,the lawyer kept the daughter the cheese .
the student saved the bell for the husband .,the student saved the husband the bell .,the lawyer kept the cheese for the daughter .,the lawyer kept the daughter the cheese .
the manager drew the glass for the actress .,the manager drew the actress the glass .,the lawyer kept the cheese for the daughter .,the lawyer kept the daughter the cheese .
the club designed the cigarette for the army .,the club designed the army the cigarette .,the lawyer kept the cheese for the daughter .,the lawyer kept the daughter the cheese .
the student delivered the book for the bishop .,the student delivered the bishop the book .,the lawyer kept the cheese for the daughter .,the lawyer kept the daughter the cheese .
the guy drew the crystal for the company .,the guy drew the company the crystal .,the lawyer kept the cheese for the daughter .,the lawyer kept the daughter the cheese .
the nurse caught the pot for the aunt .,the nurse caught the aunt the pot .,the lawyer kept the cheese for the daughter .,the lawyer kept the daughter the cheese .
the friend found the knife for the worker .,the friend found the worker the knife .,the lawyer kept the cheese for the daughter .,the lawyer kept the daughter the cheese .
the husband found the button for the king .,the husband found the king the button .,the lawyer kept the cheese for the daughter .,the lawyer kept the daughter the cheese .
the pilot bought the tea for the physician .,the pilot bought the physician the tea .,the lawyer kept the cheese for the daughter .,the lawyer kept the daughter the cheese .
an author brought a chocolate to an army .,an author brought an army a chocolate .,a lawyer showed a beer to a buddy .,a lawyer showed a buddy a beer .
a secretary took a camera to an employer .,a secretary took an employer a camera .,a lawyer showed a beer to a buddy .,a lawyer showed a buddy a beer .
a son promised a pie to a reader .,a son promised a reader a pie .,a lawyer showed a beer to a buddy .,a lawyer showed a buddy a beer .
a singer promised a juice to a physician .,a singer promised a physician a juice .,a lawyer showed a beer to a buddy .,a lawyer showed a buddy a beer .
a manager supplied a coffee to a princess .,a manager supplied a princess a coffee .,a lawyer showed a beer to a buddy .,a lawyer showed a buddy a beer .
a student supplied a chicken to a guy .,a student supplied a guy a chicken .,a lawyer showed a beer to a buddy .,a lawyer showed a buddy a beer .
a pilot threw a bell to a candidate .,a pilot threw a candidate a bell .,a lawyer showed a beer to a buddy .,a lawyer showed a buddy a beer .
a hero sold a wire to a club .,a hero sold a club a wire .,a lawyer showed a beer to a buddy .,a lawyer showed a buddy a beer .
an adult sent a pie to a scientist .,an adult sent a scientist a pie .,a lawyer showed a beer to a buddy .,a lawyer showed a buddy a beer .
an aunt sold a coffee to an administration .,an aunt sold an administration a coffee .,a lawyer showed a beer to a buddy .,a lawyer showed a buddy a beer .
the guy took the engine to the leader .,the guy took the leader the engine .,the prince brought the beer to the singer .,the prince brought the singer the beer .
the adult gave the cheese to the army .,the adult gave the army the cheese .,the prince brought the beer to the singer .,the prince brought the singer the beer .
the soldier fed the pie to the guest .,the soldier fed the guest the pie .,the prince brought the beer to the singer .,the prince brought the singer the beer .
the cop took the coat to the minister .,the cop took the minister the coat .,the prince brought the beer to the singer .,the prince brought the singer the beer .
the guy promised the chicken to the chief .,the guy promised the chief the chicken .,the prince brought the beer to the singer .,the prince brought the singer the beer .
the pilot gave the tea to the business .,the pilot gave the business the tea .,the prince brought the beer to the singer .,the prince brought the singer the beer .
the brother supplied the juice to the lady .,the brother supplied the lady the juice .,the prince brought the beer to the singer .,the prince brought the singer the beer .
the daughter gave the juice to the adult .,the daughter gave the adult the juice .,the prince brought the beer to the singer .,the prince brought the singer the beer .
the doctor sent the tea to the adult .,the doctor sent the adult the tea .,the prince brought the beer to the singer .,the prince brought the singer the beer .
the nurse supplied the cheese to the mayor .,the nurse supplied the mayor the cheese .,the prince brought the beer to the singer .,the prince brought the singer the beer .
the singer made the guitar for the adult .,the singer made the adult the guitar .,the chief caught the newspaper for the guy .,the chief caught the guy the newspaper .
the actor delivered the wire for the professor .,the actor delivered the professor the wire .,the chief caught the newspaper for the guy .,the chief caught the guy the newspaper .
the son made the card for the worker .,the son made the worker the card .,the chief caught the newspaper for the guy .,the chief caught the guy the newspaper .
the army designed the iron for the company .,the army designed the company the iron .,the chief caught the newspaper for the guy .,the chief caught the guy the newspaper .
the scientist delivered the coat for the buddy .,the scientist delivered the buddy the coat .,the chief caught the newspaper for the guy .,the chief caught the guy the newspaper .
the corporation designed the wire for the business .,the corporation designed the business the wire .,the chief caught the newspaper for the guy .,the chief caught the guy the newspaper .
the lawyer left the beer for the employer .,the lawyer left the employer the beer .,the chief caught the newspaper for the guy .,the chief caught the guy the newspaper .
the soldier drew the button for the author .,the soldier drew the author the button .,the chief caught the newspaper for the guy .,the chief caught the guy the newspaper .
the singer found the pot for the army .,the singer found the army the pot .,the chief caught the newspaper for the guy .,the chief caught the guy the newspaper .
the husband kept the tea for the army .,the husband kept the army the tea .,the chief caught the newspaper for the guy .,the chief caught the guy the newspaper .
a leader sold a bowl to a business .,a leader sold a business a bowl .,a secretary threw a motor to a singer .,a secretary threw a singer a motor .
a boy promised a juice to an attorney .,a boy promised an attorney a juice .,a secretary threw a motor to a singer .,a secretary threw a singer a motor .
a priest showed an instrument to a pilot .,a priest showed a pilot an instrument .,a secretary threw a motor to a singer .,a secretary threw a singer a motor .
a champion supplied a tea to a son .,a champion supplied a son a tea .,a secretary threw a motor to a singer .,a secretary threw a singer a motor .
a president promised a beer to a professor .,a president promised a professor a beer .,a secretary threw a motor to a singer .,a secretary threw a singer a motor .
a guest took a jacket to a colonel .,a guest took a colonel a jacket .,a secretary threw a motor to a singer .,a secretary threw a singer a motor .
a partner sold a glass to a mother .,a partner sold a mother a glass .,a secretary threw a motor to a singer .,a secretary threw a singer a motor .
a student sold a book to a club .,a student sold a club a book .,a secretary threw a motor to a singer .,a secretary threw a singer a motor .
a guy fed a cheese to an adult .,a guy fed an adult a cheese .,a secretary threw a motor to a singer .,a secretary threw a singer a motor .
an actress took a machine to a daughter .,an actress took a daughter a machine .,a secretary threw a motor to a singer .,a secretary threw a singer a motor .
the brother took the bowl to the physician .,the brother took the physician the bowl .,the captain brought the card to the woman .,the captain brought the woman the card .
the nurse gave the anchor to the employer .,the nurse gave the employer the anchor .,the captain brought the card to the woman .,the captain brought the woman the card .
the champion took the bowl to the soldier .,the champion took the soldier the bowl .,the captain brought the card to the woman .,the captain brought the woman the card .
the scientist took the log to the actor .,the scientist took the actor the log .,the captain brought the card to the woman .,the captain brought the woman the card .
the candidate showed the chicken to the club .,the candidate showed the club the chicken .,the captain brought the card to the woman .,the captain brought the woman the card .
the actor supplied the chicken to the band .,the actor supplied the band the chicken .,the captain brought the card to the woman .,the captain brought the woman the card .
the opponent threw the beer to the daughter .,the opponent threw the daughter the beer .,the captain brought the card to the woman .,the captain brought the woman the card .
the mayor gave the cheese to the corporation .,the mayor gave the corporation the cheese .,the captain brought the card to the woman .,the captain brought the woman the card .
the priest threw the juice to the sheriff .,the priest threw the sheriff the juice .,the captain brought the card to the woman .,the captain brought the woman the card .
the kid supplied the cigarette to the company .,the kid supplied the company the cigarette .,the captain brought the card to the woman .,the captain brought the woman the card .
a lawyer brought a meal to an army .,a lawyer brought an army a meal .,an author sold a gun to a brother .,an author sold a brother a gun .
a wife supplied a tea to a band .,a wife supplied a band a tea .,an author sold a gun to a brother .,an author sold a brother a gun .
a sheriff gave a chicken to a corporation .,a sheriff gave a corporation a chicken .,an author sold a gun to a brother .,an author sold a brother a gun .
a leader promised a tea to an adult .,a leader promised an adult a tea .,an author sold a gun to a brother .,an author sold a brother a gun .
a child fed a salad to a professor .,a child fed a professor a salad .,an author sold a gun to a brother .,an author sold a brother a gun .
an opponent brought a coffee to an actor .,an opponent brought an actor a coffee .,an author sold a gun to a brother .,an author sold a brother a gun .
an actor supplied a pot to a husband .,an actor supplied a husband a pot .,an author sold a gun to a brother .,an author sold a brother a gun .
a husband supplied a beer to a company .,a husband supplied a company a beer .,an author sold a gun to a brother .,an author sold a brother a gun .
a professor fed a pie to a bishop .,a professor fed a bishop a pie .,an author sold a gun to a brother .,an author sold a brother a gun .
a lawyer supplied a bell to a teacher .,a lawyer supplied a teacher a bell .,an author sold a gun to a brother .,an author sold a brother a gun .
the son saved the cheese for the guest .,the son saved the guest the cheese .,the president purchased the pot for the guy .,the president purchased the guy the pot .
the cousin saved the beer for the club .,the cousin saved the club the beer .,the president purchased the pot for the guy .,the president purchased the guy the pot .
the uncle delivered the pie for the captain .,the uncle delivered the captain the pie .,the president purchased the pot for the guy .,the president purchased the guy the pot .
the hero delivered the key for the pilot .,the hero delivered the pilot the key .,the president purchased the pot for the guy .,the president purchased the guy the pot .
the father made the guitar for the administration .,the father made the administration the guitar .,the president purchased the pot for the guy .,the president purchased the guy the pot .
the reader bought the hat for the hero .,the reader bought the hero the hat .,the president purchased the pot for the guy .,the president purchased the guy the pot .
the opponent bought the book for the cop .,the opponent bought the cop the book .,the president purchased the pot for the guy .,the president purchased the guy the pot .
the manager caught the plate for the buddy .,the manager caught the buddy the plate .,the president purchased the pot for the guy .,the president purchased the guy the pot .
the nurse left the camera for the club .,the nurse left the club the camera .,the president purchased the pot for the guy .,the president purchased the guy the pot .
the colonel bought the glass for the teacher .,the colonel bought the teacher the glass .,the president purchased the pot for the guy .,the president purchased the guy the pot .
a husband sold a chicken to a guy .,a husband sold a guy a chicken .,an employee supplied a juice to a champion .,an employee supplied a champion a juice .
an actress sold a candy to a company .,an actress sold a company a candy .,an employee supplied a juice to a champion .,an employee supplied a champion a juice .
a lady took a button to a husband .,a lady took a husband a button .,an employee supplied a juice to a champion .,an employee supplied a champion a juice .
an opponent fed a chocolate to a daughter .,an opponent fed a daughter a chocolate .,an employee supplied a juice to a champion .,an employee supplied a champion a juice .
a guy promised a chicken to a writer .,a guy promised a writer a chicken .,an employee supplied a juice to a champion .,an employee supplied a champion a juice .
a lawyer gave a coffee to a business .,a lawyer gave a business a coffee .,an employee supplied a juice to a champion .,an employee supplied a champion a juice .
a student gave a machine to an opponent .,a student gave an opponent a machine .,an employee supplied a juice to a champion .,an employee supplied a champion a juice .
a nurse brought a candy to a girl .,a nurse brought a girl a candy .,an employee supplied a juice to a champion .,an employee supplied a champion a juice .
a king fed a cheese to a man .,a king fed a man a cheese .,an employee supplied a juice to a champion .,an employee supplied a champion a juice .
a child sent a coffee to an actor .,a child sent an actor a coffee .,an employee supplied a juice to a champion .,an employee supplied a champion a juice .
an opponent brought an instrument to a club .,an opponent brought a club an instrument .,a chief supplied a cheese to a father .,a chief supplied a father a cheese .
a singer gave a hat to a professor .,a singer gave a professor a hat .,a chief supplied a cheese to a father .,a chief supplied a father a cheese .
a candidate sold a salad to a club .,a candidate sold a club a salad .,a chief supplied a cheese to a father .,a chief supplied a father a cheese .
a prince threw a meal to a lawyer .,a prince threw a lawyer a meal .,a chief supplied a cheese to a father .,a chief supplied a father a cheese .
an actor promised a salad to a guest .,an actor promised a guest a salad .,a chief supplied a cheese to a father .,a chief supplied a father a cheese .
an employee gave a pie to an employer .,an employee gave an employer a pie .,a chief supplied a cheese to a father .,a chief supplied a father a cheese .
a singer sent a chocolate to a princess .,a singer sent a princess a chocolate .,a chief supplied a cheese to a father .,a chief supplied a father a cheese .
a candidate took a bottle to an actor .,a candidate took an actor a bottle .,a chief supplied a cheese to a father .,a chief supplied a father a cheese .
a professor brought a coffee to an army .,a professor brought an army a coffee .,a chief supplied a cheese to a father .,a chief supplied a father a cheese .
a winner took a plate to a cop .,a winner took a cop a plate .,a chief supplied a cheese to a father .,a chief supplied a father a cheese .
