pa, pp, ta, tp
the student punched the mother .,the mother was punched by the student .,a student surprises a teacher .,a teacher is surprised by a student .
the friend kissed the teacher .,the teacher was kissed by the friend .,a student surprises a teacher .,a teacher is surprised by a student .
the girl punched the teacher .,the teacher was punched by the girl .,a student surprises a teacher .,a teacher is surprised by a student .
the kid understood the teacher .,the teacher was understood by the kid .,a student surprises a teacher .,a teacher is surprised by a student .
the secretary punched the teacher .,the teacher was punched by the secretary .,a student surprises a teacher .,a teacher is surprised by a student .
the student hurried the sheriff .,the sheriff was hurried by the student .,a student surprises a teacher .,a teacher is surprised by a student .
the student prepared the plate .,the plate was prepared by the student .,a student surprises a teacher .,a teacher is surprised by a student .
the student discovered the winner .,the winner was discovered by the student .,a student surprises a teacher .,a teacher is surprised by a student .
the leader described the tea .,the tea was described by the leader .,a leader destroys a cheese .,a cheese is destroyed by a leader .
the leader chased the employee .,the employee was chased by the leader .,a leader destroys a cheese .,a cheese is destroyed by a leader .
the kid grabbed the cheese .,the cheese was grabbed by the kid .,a leader destroys a cheese .,a cheese is destroyed by a leader .
the leader carried the candy .,the candy was carried by the leader .,a leader destroys a cheese .,a cheese is destroyed by a leader .
the leader forgave the band .,the band was forgiven by the leader .,a leader destroys a cheese .,a cheese is destroyed by a leader .
the king caught the cheese .,the cheese was caught by the king .,a leader destroys a cheese .,a cheese is destroyed by a leader .
the son carried the cheese .,the cheese was carried by the son .,a leader destroys a cheese .,a cheese is destroyed by a leader .
the actor grabbed the cheese .,the cheese was grabbed by the actor .,a leader destroys a cheese .,a cheese is destroyed by a leader .
the kid selected the cheese .,the cheese was selected by the kid .,a leader destroys a cheese .,a cheese is destroyed by a leader .
the leader kissed the manager .,the manager was kissed by the leader .,a leader destroys a cheese .,a cheese is destroyed by a leader .
the professor surprised the child .,the child was surprised by the professor .,a professor asks an administration .,an administration is asked by a professor .
the professor accepted the bowl .,the bowl was accepted by the professor .,a professor asks an administration .,an administration is asked by a professor .
the professor prepared the pie .,the pie was prepared by the professor .,a professor asks an administration .,an administration is asked by a professor .
the pilot judged the administration .,the administration was judged by the pilot .,a professor asks an administration .,an administration is asked by a professor .
the professor chased the club .,the club was chased by the professor .,a professor asks an administration .,an administration is asked by a professor .
the pilot followed the administration .,the administration was followed by the pilot .,a professor asks an administration .,an administration is asked by a professor .
the professor hurried the aunt .,the aunt was hurried by the professor .,a professor asks an administration .,an administration is asked by a professor .
the professor accepted the crystal .,the crystal was accepted by the professor .,a professor asks an administration .,an administration is asked by a professor .
the professor embraced the adult .,the adult was embraced by the professor .,a professor asks an administration .,an administration is asked by a professor .
the parent bothered the administration .,the administration was bothered by the parent .,a professor asks an administration .,an administration is asked by a professor .
a friend catches a key .,a key is caught by a friend .,the friend drank the coffee .,the coffee was drunk by the friend .
a friend tastes a candy .,a candy is tasted by a friend .,the friend drank the coffee .,the coffee was drunk by the friend .
a friend hurts a king .,a king is hurt by a friend .,the friend drank the coffee .,the coffee was drunk by the friend .
a friend collects a hat .,a hat is collected by a friend .,the friend drank the coffee .,the coffee was drunk by the friend .
a friend wraps an anchor .,an anchor is wrapped by a friend .,the friend drank the coffee .,the coffee was drunk by the friend .
a friend accepts a card .,a card is accepted by a friend .,the friend drank the coffee .,the coffee was drunk by the friend .
a friend destroys a wire .,a wire is destroyed by a friend .,the friend drank the coffee .,the coffee was drunk by the friend .
a friend discovers a meal .,a meal is discovered by a friend .,the friend drank the coffee .,the coffee was drunk by the friend .
a friend catches a chocolate .,a chocolate is caught by a friend .,the friend drank the coffee .,the coffee was drunk by the friend .
a friend forgives a brother .,a brother is forgiven by a friend .,the friend drank the coffee .,the coffee was drunk by the friend .
the secretary kisses the prince .,the prince is kissed by the secretary .,a singer hurried a prince .,a prince was hurried by a singer .
the singer comforts the president .,the president is comforted by the singer .,a singer hurried a prince .,a prince was hurried by a singer .
the singer leads the business .,the business is led by the singer .,a singer hurried a prince .,a prince was hurried by a singer .
the singer forgives the business .,the business is forgiven by the singer .,a singer hurried a prince .,a prince was hurried by a singer .
the singer beats the mayor .,the mayor is beaten by the singer .,a singer hurried a prince .,a prince was hurried by a singer .
the singer beats the brother .,the brother is beaten by the singer .,a singer hurried a prince .,a prince was hurried by a singer .
the champion comforts the prince .,the prince is comforted by the champion .,a singer hurried a prince .,a prince was hurried by a singer .
the champion understands the prince .,the prince is understood by the champion .,a singer hurried a prince .,a prince was hurried by a singer .
the singer asks the army .,the army is asked by the singer .,a singer hurried a prince .,a prince was hurried by a singer .
the lady surprises the prince .,the prince is surprised by the lady .,a singer hurried a prince .,a prince was hurried by a singer .
the cop judges the business .,the business is judged by the cop .,a cop raised a candy .,a candy was raised by a cop .
the cop embraces the husband .,the husband is embraced by the cop .,a cop raised a candy .,a candy was raised by a cop .
the secretary destroys the candy .,the candy is destroyed by the secretary .,a cop raised a candy .,a candy was raised by a cop .
the candidate forgets the candy .,the candy is forgotten by the candidate .,a cop raised a candy .,a candy was raised by a cop .
the candidate carries the candy .,the candy is carried by the candidate .,a cop raised a candy .,a candy was raised by a cop .
the cop removes the camera .,the camera is removed by the cop .,a cop raised a candy .,a candy was raised by a cop .
the minister forgets the candy .,the candy is forgotten by the minister .,a cop raised a candy .,a candy was raised by a cop .
the cop judges the friend .,the friend is judged by the cop .,a cop raised a candy .,a candy was raised by a cop .
the aunt forgets the candy .,the candy is forgotten by the aunt .,a cop raised a candy .,a candy was raised by a cop .
the cop joins the buddy .,the buddy is joined by the cop .,a cop raised a candy .,a candy was raised by a cop .
the band helps the father .,the father is helped by the band .,a cop embraced a father .,a father was embraced by a cop .
the captain surprises the father .,the father is surprised by the captain .,a cop embraced a father .,a father was embraced by a cop .
the cop carries the coffee .,the coffee is carried by the cop .,a cop embraced a father .,a father was embraced by a cop .
the cop follows the man .,the man is followed by the cop .,a cop embraced a father .,a father was embraced by a cop .
the cop understands the partner .,the partner is understood by the cop .,a cop embraced a father .,a father was embraced by a cop .
the man kills the father .,the father is killed by the man .,a cop embraced a father .,a father was embraced by a cop .
the cop drags the soldier .,the soldier is dragged by the cop .,a cop embraced a father .,a father was embraced by a cop .
the soldier understands the father .,the father is understood by the soldier .,a cop embraced a father .,a father was embraced by a cop .
the administration protects the father .,the father is protected by the administration .,a cop embraced a father .,a father was embraced by a cop .
the cop drags the author .,the author is dragged by the cop .,a cop embraced a father .,a father was embraced by a cop .
the minister surprised the guy .,the guy was surprised by the minister .,a minister destroys a king .,a king is destroyed by a minister .
the minister carried the cup .,the cup was carried by the minister .,a minister destroys a king .,a king is destroyed by a minister .
the adult grabbed the king .,the king was grabbed by the adult .,a minister destroys a king .,a king is destroyed by a minister .
the minister beat the woman .,the woman was beaten by the minister .,a minister destroys a king .,a king is destroyed by a minister .
the minister drank the beer .,the beer was drunk by the minister .,a minister destroys a king .,a king is destroyed by a minister .
the cop raised the king .,the king was raised by the cop .,a minister destroys a king .,a king is destroyed by a minister .
the minister drank the tea .,the tea was drunk by the minister .,a minister destroys a king .,a king is destroyed by a minister .
the president forgot the king .,the king was forgotten by the president .,a minister destroys a king .,a king is destroyed by a minister .
the child grabbed the king .,the king was grabbed by the child .,a minister destroys a king .,a king is destroyed by a minister .
the minister washed the buddy .,the buddy was washed by the minister .,a minister destroys a king .,a king is destroyed by a minister .
a kid prepares a meal .,a meal is prepared by a kid .,the adult wanted the meal .,the meal was wanted by the adult .
an adult helps a hero .,a hero is helped by an adult .,the adult wanted the meal .,the meal was wanted by the adult .
a wife collects a meal .,a meal is collected by a wife .,the adult wanted the meal .,the meal was wanted by the adult .
an adult uses a bell .,a bell is used by an adult .,the adult wanted the meal .,the meal was wanted by the adult .
a pilot collects a meal .,a meal is collected by a pilot .,the adult wanted the meal .,the meal was wanted by the adult .
a teacher prepares a meal .,a meal is prepared by a teacher .,the adult wanted the meal .,the meal was wanted by the adult .
a student collects a meal .,a meal is collected by a student .,the adult wanted the meal .,the meal was wanted by the adult .
an uncle collects a meal .,a meal is collected by an uncle .,the adult wanted the meal .,the meal was wanted by the adult .
a band keeps a meal .,a meal is kept by a band .,the adult wanted the meal .,the meal was wanted by the adult .
an adult protects an uncle .,an uncle is protected by an adult .,the adult wanted the meal .,the meal was wanted by the adult .
the worker removed the bag .,the bag was removed by the worker .,a doctor wraps a bag .,a bag is wrapped by a doctor .
the doctor broke the computer .,the computer was broken by the doctor .,a doctor wraps a bag .,a bag is wrapped by a doctor .
the doctor asked the army .,the army was asked by the doctor .,a doctor wraps a bag .,a bag is wrapped by a doctor .
the club used the bag .,the bag was used by the club .,a doctor wraps a bag .,a bag is wrapped by a doctor .
the doctor killed the bishop .,the bishop was killed by the doctor .,a doctor wraps a bag .,a bag is wrapped by a doctor .
the doctor caught the tea .,the tea was caught by the doctor .,a doctor wraps a bag .,a bag is wrapped by a doctor .
the doctor embraced the writer .,the writer was embraced by the doctor .,a doctor wraps a bag .,a bag is wrapped by a doctor .
the child used the bag .,the bag was used by the child .,a doctor wraps a bag .,a bag is wrapped by a doctor .
the doctor struck the mother .,the mother was struck by the doctor .,a doctor wraps a bag .,a bag is wrapped by a doctor .
the winner accepted the bag .,the bag was accepted by the winner .,a doctor wraps a bag .,a bag is wrapped by a doctor .
a writer prepares a beer .,a beer is prepared by a writer .,the writer hurried the boy .,the boy was hurried by the writer .
a soldier understands a boy .,a boy is understood by a soldier .,the writer hurried the boy .,the boy was hurried by the writer .
a brother kisses a boy .,a boy is kissed by a brother .,the writer hurried the boy .,the boy was hurried by the writer .
a writer removes a computer .,a computer is removed by a writer .,the writer hurried the boy .,the boy was hurried by the writer .
a manager surprises a boy .,a boy is surprised by a manager .,the writer hurried the boy .,the boy was hurried by the writer .
a winner surprises a boy .,a boy is surprised by a winner .,the writer hurried the boy .,the boy was hurried by the writer .
a lawyer surprises a boy .,a boy is surprised by a lawyer .,the writer hurried the boy .,the boy was hurried by the writer .
a champion surprises a boy .,a boy is surprised by a champion .,the writer hurried the boy .,the boy was hurried by the writer .
a writer chases a club .,a club is chased by a writer .,the writer hurried the boy .,the boy was hurried by the writer .
a writer strikes a winner .,a winner is struck by a writer .,the writer hurried the boy .,the boy was hurried by the writer .
a mother comforts an employee .,an employee is comforted by a mother .,the mother described the meal .,the meal was described by the mother .
a mother drags a student .,a student is dragged by a mother .,the mother described the meal .,the meal was described by the mother .
a physician selects a meal .,a meal is selected by a physician .,the mother described the meal .,the meal was described by the mother .
a mother washes a wire .,a wire is washed by a mother .,the mother described the meal .,the meal was described by the mother .
a partner grabs a meal .,a meal is grabbed by a partner .,the mother described the meal .,the meal was described by the mother .
a mother catches a juice .,a juice is caught by a mother .,the mother described the meal .,the meal was described by the mother .
a guest raises a meal .,a meal is raised by a guest .,the mother described the meal .,the meal was described by the mother .
a captain catches a meal .,a meal is caught by a captain .,the mother described the meal .,the meal was described by the mother .
a mother judges a corporation .,a corporation is judged by a mother .,the mother described the meal .,the meal was described by the mother .
a student catches a meal .,a meal is caught by a student .,the mother described the meal .,the meal was described by the mother .
a candidate carries a lady .,a lady is carried by a candidate .,the candidate prepared the crystal .,the crystal was prepared by the candidate .
a priest collects a crystal .,a crystal is collected by a priest .,the candidate prepared the crystal .,the crystal was prepared by the candidate .
a candidate discovers a juice .,a juice is discovered by a candidate .,the candidate prepared the crystal .,the crystal was prepared by the candidate .
an employee keeps a crystal .,a crystal is kept by an employee .,the candidate prepared the crystal .,the crystal was prepared by the candidate .
a club wants a crystal .,a crystal is wanted by a club .,the candidate prepared the crystal .,the crystal was prepared by the candidate .
a candidate drags a key .,a key is dragged by a candidate .,the candidate prepared the crystal .,the crystal was prepared by the candidate .
an aunt smells a crystal .,a crystal is smelled by an aunt .,the candidate prepared the crystal .,the crystal was prepared by the candidate .
an administration purchases a crystal .,a crystal is purchased by an administration .,the candidate prepared the crystal .,the crystal was prepared by the candidate .
a candidate bothers an administration .,an administration is bothered by a candidate .,the candidate prepared the crystal .,the crystal was prepared by the candidate .
a candidate joins a kid .,a kid is joined by a candidate .,the candidate prepared the crystal .,the crystal was prepared by the candidate .
an uncle wrapped a plate .,a plate was wrapped by an uncle .,the uncle kills the writer .,the writer is killed by the uncle .
an uncle forgot a salad .,a salad was forgotten by an uncle .,the uncle kills the writer .,the writer is killed by the uncle .
an uncle asked an administration .,an administration was asked by an uncle .,the uncle kills the writer .,the writer is killed by the uncle .
an uncle tasted a chocolate .,a chocolate was tasted by an uncle .,the uncle kills the writer .,the writer is killed by the uncle .
an uncle selected a coffee .,a coffee was selected by an uncle .,the uncle kills the writer .,the writer is killed by the uncle .
an uncle comforted a princess .,a princess was comforted by an uncle .,the uncle kills the writer .,the writer is killed by the uncle .
an uncle broke a button .,a button was broken by an uncle .,the uncle kills the writer .,the writer is killed by the uncle .
a husband surprised a writer .,a writer was surprised by a husband .,the uncle kills the writer .,the writer is killed by the uncle .
a guest understood a writer .,a writer was understood by a guest .,the uncle kills the writer .,the writer is killed by the uncle .
an uncle raised a jacket .,a jacket was raised by an uncle .,the uncle kills the writer .,the writer is killed by the uncle .
a nurse collected a crystal .,a crystal was collected by a nurse .,the nurse grabs the anchor .,the anchor is grabbed by the nurse .
a nurse surprised a sheriff .,a sheriff was surprised by a nurse .,the nurse grabs the anchor .,the anchor is grabbed by the nurse .
a mother described an anchor .,an anchor was described by a mother .,the nurse grabs the anchor .,the anchor is grabbed by the nurse .
a cousin discovered an anchor .,an anchor was discovered by a cousin .,the nurse grabs the anchor .,the anchor is grabbed by the nurse .
a nurse discovered a juice .,a juice was discovered by a nurse .,the nurse grabs the anchor .,the anchor is grabbed by the nurse .
a nurse broke a newspaper .,a newspaper was broken by a nurse .,the nurse grabs the anchor .,the anchor is grabbed by the nurse .
a nurse bothered a business .,a business was bothered by a nurse .,the nurse grabs the anchor .,the anchor is grabbed by the nurse .
a winner carried an anchor .,an anchor was carried by a winner .,the nurse grabs the anchor .,the anchor is grabbed by the nurse .
a chief destroyed an anchor .,an anchor was destroyed by a chief .,the nurse grabs the anchor .,the anchor is grabbed by the nurse .
a nurse killed a king .,a king was killed by a nurse .,the nurse grabs the anchor .,the anchor is grabbed by the nurse .
an aunt leaves a button .,a button is left by an aunt .,the lady accepted the button .,the button was accepted by the lady .
an employee breaks a button .,a button is broken by an employee .,the lady accepted the button .,the button was accepted by the lady .
a lady washes a bottle .,a bottle is washed by a lady .,the lady accepted the button .,the button was accepted by the lady .
a lady leads a club .,a club is led by a lady .,the lady accepted the button .,the button was accepted by the lady .
a lady drags an opponent .,an opponent is dragged by a lady .,the lady accepted the button .,the button was accepted by the lady .
a lady hurries a minister .,a minister is hurried by a lady .,the lady accepted the button .,the button was accepted by the lady .
a lady wraps a bag .,a bag is wrapped by a lady .,the lady accepted the button .,the button was accepted by the lady .
a lady prepares a juice .,a juice is prepared by a lady .,the lady accepted the button .,the button was accepted by the lady .
a lady raises a bowl .,a bowl is raised by a lady .,the lady accepted the button .,the button was accepted by the lady .
a lady tastes a candy .,a candy is tasted by a lady .,the lady accepted the button .,the button was accepted by the lady .
the princess hurried the friend .,the friend was hurried by the princess .,a princess eats a chocolate .,a chocolate is eaten by a princess .
the princess kissed the worker .,the worker was kissed by the princess .,a princess eats a chocolate .,a chocolate is eaten by a princess .
the princess grabbed the beer .,the beer was grabbed by the princess .,a princess eats a chocolate .,a chocolate is eaten by a princess .
the princess smelled the cheese .,the cheese was smelled by the princess .,a princess eats a chocolate .,a chocolate is eaten by a princess .
the princess hurt the business .,the business was hurt by the princess .,a princess eats a chocolate .,a chocolate is eaten by a princess .
the princess collected the tea .,the tea was collected by the princess .,a princess eats a chocolate .,a chocolate is eaten by a princess .
the princess described the student .,the student was described by the princess .,a princess eats a chocolate .,a chocolate is eaten by a princess .
the princess understood the boy .,the boy was understood by the princess .,a princess eats a chocolate .,a chocolate is eaten by a princess .
the princess dragged the crystal .,the crystal was dragged by the princess .,a princess eats a chocolate .,a chocolate is eaten by a princess .
the princess wrapped the iron .,the iron was wrapped by the princess .,a princess eats a chocolate .,a chocolate is eaten by a princess .
the minister strikes the kid .,the kid is struck by the minister .,a minister described a jacket .,a jacket was described by a minister .
the minister tastes the candy .,the candy is tasted by the minister .,a minister described a jacket .,a jacket was described by a minister .
the boy destroys the jacket .,the jacket is destroyed by the boy .,a minister described a jacket .,a jacket was described by a minister .
the minister breaks the button .,the button is broken by the minister .,a minister described a jacket .,a jacket was described by a minister .
the prince raises the jacket .,the jacket is raised by the prince .,a minister described a jacket .,a jacket was described by a minister .
the minister judges the president .,the president is judged by the minister .,a minister described a jacket .,a jacket was described by a minister .
the manager destroys the jacket .,the jacket is destroyed by the manager .,a minister described a jacket .,a jacket was described by a minister .
the minister teaches the cousin .,the cousin is taught by the minister .,a minister described a jacket .,a jacket was described by a minister .
the minister hurries the opponent .,the opponent is hurried by the minister .,a minister described a jacket .,a jacket was described by a minister .
the kid selects the jacket .,the jacket is selected by the kid .,a minister described a jacket .,a jacket was described by a minister .
an adult removed an instrument .,an instrument was removed by an adult .,the singer wraps the instrument .,the instrument is wrapped by the singer .
a student broke an instrument .,an instrument was broken by a student .,the singer wraps the instrument .,the instrument is wrapped by the singer .
an administration used an instrument .,an instrument was used by an administration .,the singer wraps the instrument .,the instrument is wrapped by the singer .
an actress broke an instrument .,an instrument was broken by an actress .,the singer wraps the instrument .,the instrument is wrapped by the singer .
an uncle left an instrument .,an instrument was left by an uncle .,the singer wraps the instrument .,the instrument is wrapped by the singer .
a mother used an instrument .,an instrument was used by a mother .,the singer wraps the instrument .,the instrument is wrapped by the singer .
a singer drank a juice .,a juice was drunk by a singer .,the singer wraps the instrument .,the instrument is wrapped by the singer .
a child removed an instrument .,an instrument was removed by a child .,the singer wraps the instrument .,the instrument is wrapped by the singer .
a singer left a ball .,a ball was left by a singer .,the singer wraps the instrument .,the instrument is wrapped by the singer .
a father used an instrument .,an instrument was used by a father .,the singer wraps the instrument .,the instrument is wrapped by the singer .
the worker embraces the reader .,the reader is embraced by the worker .,a club helped a reader .,a reader was helped by a club .
the club wants the tea .,the tea is wanted by the club .,a club helped a reader .,a reader was helped by a club .
the employee understands the reader .,the reader is understood by the employee .,a club helped a reader .,a reader was helped by a club .
the prince beats the reader .,the reader is beaten by the prince .,a club helped a reader .,a reader was helped by a club .
the club purchases the tea .,the tea is purchased by the club .,a club helped a reader .,a reader was helped by a club .
the club wants the juice .,the juice is wanted by the club .,a club helped a reader .,a reader was helped by a club .
the club purchases the juice .,the juice is purchased by the club .,a club helped a reader .,a reader was helped by a club .
the brother kills the reader .,the reader is killed by the brother .,a club helped a reader .,a reader was helped by a club .
the bishop punches the reader .,the reader is punched by the bishop .,a club helped a reader .,a reader was helped by a club .
the club keeps the juice .,the juice is kept by the club .,a club helped a reader .,a reader was helped by a club .
a priest carries a cheese .,a cheese is carried by a priest .,the priest beat the partner .,the partner was beaten by the priest .
a priest catches a mother .,a mother is caught by a priest .,the priest beat the partner .,the partner was beaten by the priest .
a king protects a partner .,a partner is protected by a king .,the priest beat the partner .,the partner was beaten by the priest .
a lady comforts a partner .,a partner is comforted by a lady .,the priest beat the partner .,the partner was beaten by the priest .
a captain embraces a partner .,a partner is embraced by a captain .,the priest beat the partner .,the partner was beaten by the priest .
a president surprises a partner .,a partner is surprised by a president .,the priest beat the partner .,the partner was beaten by the priest .
a priest catches a manager .,a manager is caught by a priest .,the priest beat the partner .,the partner was beaten by the priest .
a lady surprises a partner .,a partner is surprised by a lady .,the priest beat the partner .,the partner was beaten by the priest .
a priest breaks a cup .,a cup is broken by a priest .,the priest beat the partner .,the partner was beaten by the priest .
a priest comforts a chief .,a chief is comforted by a priest .,the priest beat the partner .,the partner was beaten by the priest .
a king kissed a soldier .,a soldier was kissed by a king .,the king strikes the kid .,the kid is struck by the king .
a guy killed a kid .,a kid was killed by a guy .,the king strikes the kid .,the kid is struck by the king .
a pilot helped a kid .,a kid was helped by a pilot .,the king strikes the kid .,the kid is struck by the king .
a king forgot a pie .,a pie was forgotten by a king .,the king strikes the kid .,the kid is struck by the king .
a pilot taught a kid .,a kid was taught by a pilot .,the king strikes the kid .,the kid is struck by the king .
a king forgave a club .,a club was forgiven by a king .,the king strikes the kid .,the kid is struck by the king .
a king broke a coat .,a coat was broken by a king .,the king strikes the kid .,the kid is struck by the king .
a minister embraced a kid .,a kid was embraced by a minister .,the king strikes the kid .,the kid is struck by the king .
a king led a band .,a band was led by a king .,the king strikes the kid .,the kid is struck by the king .
a king destroyed a tea .,a tea was destroyed by a king .,the king strikes the kid .,the kid is struck by the king .
the minister judged the soldier .,the soldier was judged by the minister .,a minister kisses an employer .,an employer is kissed by a minister .
the minister discovered the crystal .,the crystal was discovered by the minister .,a minister kisses an employer .,an employer is kissed by a minister .
the lady comforted the employer .,the employer was comforted by the lady .,a minister kisses an employer .,an employer is kissed by a minister .
the minister forgave the band .,the band was forgiven by the minister .,a minister kisses an employer .,an employer is kissed by a minister .
the guest protected the employer .,the employer was protected by the guest .,a minister kisses an employer .,an employer is kissed by a minister .
the actress comforted the employer .,the employer was comforted by the actress .,a minister kisses an employer .,an employer is kissed by a minister .
the minister judged the corporation .,the corporation was judged by the minister .,a minister kisses an employer .,an employer is kissed by a minister .
the minister washed the bell .,the bell was washed by the minister .,a minister kisses an employer .,an employer is kissed by a minister .
the minister grabbed the juice .,the juice was grabbed by the minister .,a minister kisses an employer .,an employer is kissed by a minister .
the champion surprised the employer .,the employer was surprised by the champion .,a minister kisses an employer .,an employer is kissed by a minister .
an adult wrapped a plate .,a plate was wrapped by an adult .,the son leaves the plate .,the plate is left by the son .
a son asked a student .,a student was asked by a son .,the son leaves the plate .,the plate is left by the son .
a son carried a candy .,a candy was carried by a son .,the son leaves the plate .,the plate is left by the son .
a student broke a plate .,a plate was broken by a student .,the son leaves the plate .,the plate is left by the son .
a son struck an actress .,an actress was struck by a son .,the son leaves the plate .,the plate is left by the son .
a son broke a bowl .,a bowl was broken by a son .,the son leaves the plate .,the plate is left by the son .
an author used a plate .,a plate was used by an author .,the son leaves the plate .,the plate is left by the son .
a son kissed a reader .,a reader was kissed by a son .,the son leaves the plate .,the plate is left by the son .
an employee broke a plate .,a plate was broken by an employee .,the son leaves the plate .,the plate is left by the son .
a boy wrapped a plate .,a plate was wrapped by a boy .,the son leaves the plate .,the plate is left by the son .
the sheriff joined the band .,the band was joined by the sheriff .,a sheriff accepts a computer .,a computer is accepted by a sheriff .
the sheriff led the club .,the club was led by the sheriff .,a sheriff accepts a computer .,a computer is accepted by a sheriff .
the sheriff discovered the meal .,the meal was discovered by the sheriff .,a sheriff accepts a computer .,a computer is accepted by a sheriff .
the sheriff tasted the candy .,the candy was tasted by the sheriff .,a sheriff accepts a computer .,a computer is accepted by a sheriff .
the sheriff destroyed the juice .,the juice was destroyed by the sheriff .,a sheriff accepts a computer .,a computer is accepted by a sheriff .
the king wrapped the computer .,the computer was wrapped by the king .,a sheriff accepts a computer .,a computer is accepted by a sheriff .
the sheriff smelled the juice .,the juice was smelled by the sheriff .,a sheriff accepts a computer .,a computer is accepted by a sheriff .
the kid wrapped the computer .,the computer was wrapped by the kid .,a sheriff accepts a computer .,a computer is accepted by a sheriff .
the sheriff joined the friend .,the friend was joined by the sheriff .,a sheriff accepts a computer .,a computer is accepted by a sheriff .
the actress removed the computer .,the computer was removed by the actress .,a sheriff accepts a computer .,a computer is accepted by a sheriff .
the guy hurt the band .,the band was hurt by the guy .,a worker follows a band .,a band is followed by a worker .
the pilot forgave the band .,the band was forgiven by the pilot .,a worker follows a band .,a band is followed by a worker .
the candidate hurt the band .,the band was hurt by the candidate .,a worker follows a band .,a band is followed by a worker .
the father hurt the band .,the band was hurt by the father .,a worker follows a band .,a band is followed by a worker .
