ppo, pdo, tpo, tdo
the sheriff found the pie for the actress .,the sheriff found the actress the pie .,an attorney found a bell for a club .,an attorney found a club a bell .
the champion found the juice for the partner .,the champion found the partner the juice .,an attorney found a bell for a club .,an attorney found a club a bell .
a lady brought a salad to a club .,a lady brought a club a salad .,the doctor brought the instrument to the army .,the doctor brought the army the instrument .
a student brought a coffee to a lady .,a student brought a lady a coffee .,the doctor brought the instrument to the army .,the doctor brought the army the instrument .
a guest brought a television to a business .,a guest brought a business a television .,the doctor brought the instrument to the army .,the doctor brought the army the instrument .
a buddy brought a salad to a corporation .,a buddy brought a corporation a salad .,the doctor brought the instrument to the army .,the doctor brought the army the instrument .
a girl brought a cheese to a company .,a girl brought a company a cheese .,the doctor brought the instrument to the army .,the doctor brought the army the instrument .
a princess brought a chocolate to a corporation .,a princess brought a corporation a chocolate .,the doctor brought the instrument to the army .,the doctor brought the army the instrument .
a friend brought a beer to a company .,a friend brought a company a beer .,the doctor brought the instrument to the army .,the doctor brought the army the instrument .
a reader brought a cheese to a winner .,a reader brought a winner a cheese .,the doctor brought the instrument to the army .,the doctor brought the army the instrument .
a buddy brought a cigarette to a corporation .,a buddy brought a corporation a cigarette .,the doctor brought the instrument to the army .,the doctor brought the army the instrument .
a king brought a beer to a parent .,a king brought a parent a beer .,the doctor brought the instrument to the army .,the doctor brought the army the instrument .
a priest showed a coffee to a son .,a priest showed a son a coffee .,the pilot showed the juice to the corporation .,the pilot showed the corporation the juice .
a priest showed a machine to an administration .,a priest showed an administration a machine .,the pilot showed the juice to the corporation .,the pilot showed the corporation the juice .
a son showed a tea to an army .,a son showed an army a tea .,the pilot showed the juice to the corporation .,the pilot showed the corporation the juice .
an aunt showed a machine to a student .,an aunt showed a student a machine .,the pilot showed the juice to the corporation .,the pilot showed the corporation the juice .
a husband showed a coffee to an administration .,a husband showed an administration a coffee .,the pilot showed the juice to the corporation .,the pilot showed the corporation the juice .
a hero showed a tea to a scientist .,a hero showed a scientist a tea .,the pilot showed the juice to the corporation .,the pilot showed the corporation the juice .
an adult showed a coffee to a hero .,an adult showed a hero a coffee .,the pilot showed the juice to the corporation .,the pilot showed the corporation the juice .
a minister showed a tea to a band .,a minister showed a band a tea .,the pilot showed the juice to the corporation .,the pilot showed the corporation the juice .
a woman showed an engine to a band .,a woman showed a band an engine .,the pilot showed the juice to the corporation .,the pilot showed the corporation the juice .
a guest showed a tea to a band .,a guest showed a band a tea .,the pilot showed the juice to the corporation .,the pilot showed the corporation the juice .
a cousin drew a motor for a company .,a cousin drew a company a motor .,the actor drew the button for the band .,the actor drew the band the button .
a lady drew a newspaper for a club .,a lady drew a club a newspaper .,the actor drew the button for the band .,the actor drew the band the button .
an aunt drew a camera for a physician .,an aunt drew a physician a camera .,the actor drew the button for the band .,the actor drew the band the button .
a king drew a knife for a secretary .,a king drew a secretary a knife .,the actor drew the button for the band .,the actor drew the band the button .
a president drew a hat for a guest .,a president drew a guest a hat .,the actor drew the button for the band .,the actor drew the band the button .
an adult drew a telephone for an administration .,an adult drew an administration a telephone .,the actor drew the button for the band .,the actor drew the band the button .
a secretary drew an engine for an army .,a secretary drew an army an engine .,the actor drew the button for the band .,the actor drew the band the button .
an employer drew a telephone for a scientist .,an employer drew a scientist a telephone .,the actor drew the button for the band .,the actor drew the band the button .
a lady drew a bowl for a physician .,a lady drew a physician a bowl .,the actor drew the button for the band .,the actor drew the band the button .
an opponent drew a bowl for a worker .,an opponent drew a worker a bowl .,the actor drew the button for the band .,the actor drew the band the button .
a scientist supplied a juice to a reader .,a scientist supplied a reader a juice .,the secretary supplied the cheese to the cop .,the secretary supplied the cop the cheese .
a bishop supplied a pie to a club .,a bishop supplied a club a pie .,the secretary supplied the cheese to the cop .,the secretary supplied the cop the cheese .
a daughter supplied a tea to a nurse .,a daughter supplied a nurse a tea .,the secretary supplied the cheese to the cop .,the secretary supplied the cop the cheese .
a soldier supplied a salad to a band .,a soldier supplied a band a salad .,the secretary supplied the cheese to the cop .,the secretary supplied the cop the cheese .
a child supplied a meal to a hero .,a child supplied a hero a meal .,the secretary supplied the cheese to the cop .,the secretary supplied the cop the cheese .
a scientist supplied a chicken to a teacher .,a scientist supplied a teacher a chicken .,the secretary supplied the cheese to the cop .,the secretary supplied the cop the cheese .
a cousin supplied a chicken to a corporation .,a cousin supplied a corporation a chicken .,the secretary supplied the cheese to the cop .,the secretary supplied the cop the cheese .
an employer supplied a juice to a corporation .,an employer supplied a corporation a juice .,the secretary supplied the cheese to the cop .,the secretary supplied the cop the cheese .
a writer supplied a jacket to a band .,a writer supplied a band a jacket .,the secretary supplied the cheese to the cop .,the secretary supplied the cop the cheese .
an actor supplied a tea to a leader .,an actor supplied a leader a tea .,the secretary supplied the cheese to the cop .,the secretary supplied the cop the cheese .
the president kept the tea for the business .,the president kept the business the tea .,a minister kept a juice for a friend .,a minister kept a friend a juice .
the writer kept the flower for the mayor .,the writer kept the mayor the flower .,a minister kept a juice for a friend .,a minister kept a friend a juice .
the hero kept the crystal for the leader .,the hero kept the leader the crystal .,a minister kept a juice for a friend .,a minister kept a friend a juice .
the physician kept the log for the hero .,the physician kept the hero the log .,a minister kept a juice for a friend .,a minister kept a friend a juice .
the daughter kept the tea for the club .,the daughter kept the club the tea .,a minister kept a juice for a friend .,a minister kept a friend a juice .
the writer kept the beer for the band .,the writer kept the band the beer .,a minister kept a juice for a friend .,a minister kept a friend a juice .
the singer kept the cheese for the band .,the singer kept the band the cheese .,a minister kept a juice for a friend .,a minister kept a friend a juice .
the employer kept the instrument for the army .,the employer kept the army the instrument .,a minister kept a juice for a friend .,a minister kept a friend a juice .
the king kept the cheese for the sheriff .,the king kept the sheriff the cheese .,a minister kept a juice for a friend .,a minister kept a friend a juice .
the secretary kept the cheese for the club .,the secretary kept the club the cheese .,a minister kept a juice for a friend .,a minister kept a friend a juice .
the woman saved the engine for the worker .,the woman saved the worker the engine .,a reader saved a candy for a pilot .,a reader saved a pilot a candy .
the friend saved the pie for the opponent .,the friend saved the opponent the pie .,a reader saved a candy for a pilot .,a reader saved a pilot a candy .
the actor saved the cheese for the club .,the actor saved the club the cheese .,a reader saved a candy for a pilot .,a reader saved a pilot a candy .
the nurse saved the beer for the brother .,the nurse saved the brother the beer .,a reader saved a candy for a pilot .,a reader saved a pilot a candy .
the boy saved the ball for the attorney .,the boy saved the attorney the ball .,a reader saved a candy for a pilot .,a reader saved a pilot a candy .
the worker saved the button for the chief .,the worker saved the chief the button .,a reader saved a candy for a pilot .,a reader saved a pilot a candy .
the candidate saved the crystal for the administration .,the candidate saved the administration the crystal .,a reader saved a candy for a pilot .,a reader saved a pilot a candy .
the hero saved the coffee for the administration .,the hero saved the administration the coffee .,a reader saved a candy for a pilot .,a reader saved a pilot a candy .
the mother saved the wire for the sheriff .,the mother saved the sheriff the wire .,a reader saved a candy for a pilot .,a reader saved a pilot a candy .
the hero saved the telephone for the business .,the hero saved the business the telephone .,a reader saved a candy for a pilot .,a reader saved a pilot a candy .
an employee got a beer for a doctor .,an employee got a doctor a beer .,the cousin got the meal for the reader .,the cousin got the reader the meal .
an opponent got a coffee for a corporation .,an opponent got a corporation a coffee .,the cousin got the meal for the reader .,the cousin got the reader the meal .
a chief got a tea for an attorney .,a chief got an attorney a tea .,the cousin got the meal for the reader .,the cousin got the reader the meal .
a child got a juice for a hero .,a child got a hero a juice .,the cousin got the meal for the reader .,the cousin got the reader the meal .
a priest got a flower for a husband .,a priest got a husband a flower .,the cousin got the meal for the reader .,the cousin got the reader the meal .
a mother got a coffee for a business .,a mother got a business a coffee .,the cousin got the meal for the reader .,the cousin got the reader the meal .
a singer got an engine for a mayor .,a singer got a mayor an engine .,the cousin got the meal for the reader .,the cousin got the reader the meal .
a husband got a tea for a princess .,a husband got a princess a tea .,the cousin got the meal for the reader .,the cousin got the reader the meal .
a son got a glass for a daughter .,a son got a daughter a glass .,the cousin got the meal for the reader .,the cousin got the reader the meal .
a nurse got a beer for a cop .,a nurse got a cop a beer .,the cousin got the meal for the reader .,the cousin got the reader the meal .
the cop got the salad for the partner .,the cop got the partner the salad .,a husband got a telephone for a cousin .,a husband got a cousin a telephone .
the author got the machine for the actress .,the author got the actress the machine .,a husband got a telephone for a cousin .,a husband got a cousin a telephone .
the son got the hat for the woman .,the son got the woman the hat .,a husband got a telephone for a cousin .,a husband got a cousin a telephone .
the colonel got the guitar for the winner .,the colonel got the winner the guitar .,a husband got a telephone for a cousin .,a husband got a cousin a telephone .
the child got the salad for the soldier .,the child got the soldier the salad .,a husband got a telephone for a cousin .,a husband got a cousin a telephone .
the woman got the cigarette for the bishop .,the woman got the bishop the cigarette .,a husband got a telephone for a cousin .,a husband got a cousin a telephone .
the father got the newspaper for the lady .,the father got the lady the newspaper .,a husband got a telephone for a cousin .,a husband got a cousin a telephone .
the pilot got the camera for the candidate .,the pilot got the candidate the camera .,a husband got a telephone for a cousin .,a husband got a cousin a telephone .
the adult got the coffee for the administration .,the adult got the administration the coffee .,a husband got a telephone for a cousin .,a husband got a cousin a telephone .
the daughter got the juice for the lady .,the daughter got the lady the juice .,a husband got a telephone for a cousin .,a husband got a cousin a telephone .
a brother kept a coffee for a minister .,a brother kept a minister a coffee .,the champion kept the bottle for the child .,the champion kept the child the bottle .
a buddy kept a wire for a club .,a buddy kept a club a wire .,the champion kept the bottle for the child .,the champion kept the child the bottle .
a scientist kept a telephone for a company .,a scientist kept a company a telephone .,the champion kept the bottle for the child .,the champion kept the child the bottle .
a worker kept a chocolate for a buddy .,a worker kept a buddy a chocolate .,the champion kept the bottle for the child .,the champion kept the child the bottle .
a woman kept a meal for a wife .,a woman kept a wife a meal .,the champion kept the bottle for the child .,the champion kept the child the bottle .
an actor kept a juice for a soldier .,an actor kept a soldier a juice .,the champion kept the bottle for the child .,the champion kept the child the bottle .
a husband kept a bowl for an administration .,a husband kept an administration a bowl .,the champion kept the bottle for the child .,the champion kept the child the bottle .
a guy kept a machine for an attorney .,a guy kept an attorney a machine .,the champion kept the bottle for the child .,the champion kept the child the bottle .
a sheriff kept a salad for a scientist .,a sheriff kept a scientist a salad .,the champion kept the bottle for the child .,the champion kept the child the bottle .
a physician kept a coffee for a club .,a physician kept a club a coffee .,the champion kept the bottle for the child .,the champion kept the child the bottle .
a bishop purchased a coffee for a club .,a bishop purchased a club a coffee .,the daughter purchased the meal for the employer .,the daughter purchased the employer the meal .
a mayor purchased a cheese for an administration .,a mayor purchased an administration a cheese .,the daughter purchased the meal for the employer .,the daughter purchased the employer the meal .
a secretary purchased a chicken for a company .,a secretary purchased a company a chicken .,the daughter purchased the meal for the employer .,the daughter purchased the employer the meal .
a manager purchased a cup for a business .,a manager purchased a business a cup .,the daughter purchased the meal for the employer .,the daughter purchased the employer the meal .
an author purchased a log for a champion .,an author purchased a champion a log .,the daughter purchased the meal for the employer .,the daughter purchased the employer the meal .
a priest purchased a chocolate for a lady .,a priest purchased a lady a chocolate .,the daughter purchased the meal for the employer .,the daughter purchased the employer the meal .
a woman purchased a hat for a captain .,a woman purchased a captain a hat .,the daughter purchased the meal for the employer .,the daughter purchased the employer the meal .
a doctor purchased a knife for an army .,a doctor purchased an army a knife .,the daughter purchased the meal for the employer .,the daughter purchased the employer the meal .
a lady purchased a juice for an army .,a lady purchased an army a juice .,the daughter purchased the meal for the employer .,the daughter purchased the employer the meal .
a cop purchased a card for a student .,a cop purchased a student a card .,the daughter purchased the meal for the employer .,the daughter purchased the employer the meal .
the army designed the pot for the club .,the army designed the club the pot .,a corporation designed a cigarette for a business .,a corporation designed a business a cigarette .
the band designed the glass for the army .,the band designed the army the glass .,a corporation designed a cigarette for a business .,a corporation designed a business a cigarette .
the band designed the glass for the army .,the band designed the army the glass .,a corporation designed a cigarette for a business .,a corporation designed a business a cigarette .
the princess designed the motor for the kid .,the princess designed the kid the motor .,a corporation designed a cigarette for a business .,a corporation designed a business a cigarette .
the professor designed the camera for the opponent .,the professor designed the opponent the camera .,a corporation designed a cigarette for a business .,a corporation designed a business a cigarette .
the army designed the knife for the band .,the army designed the band the knife .,a corporation designed a cigarette for a business .,a corporation designed a business a cigarette .
the club designed the key for the band .,the club designed the band the key .,a corporation designed a cigarette for a business .,a corporation designed a business a cigarette .
the guest designed the television for the father .,the guest designed the father the television .,a corporation designed a cigarette for a business .,a corporation designed a business a cigarette .
the scientist designed the engine for the actress .,the scientist designed the actress the engine .,a corporation designed a cigarette for a business .,a corporation designed a business a cigarette .
the reader designed the motor for the son .,the reader designed the son the motor .,a corporation designed a cigarette for a business .,a corporation designed a business a cigarette .
the cousin fed the cheese to the lawyer .,the cousin fed the lawyer the cheese .,a chief fed a salad to a sheriff .,a chief fed a sheriff a salad .
the mother fed the candy to the princess .,the mother fed the princess the candy .,a chief fed a salad to a sheriff .,a chief fed a sheriff a salad .
the cousin fed the pie to the lady .,the cousin fed the lady the pie .,a chief fed a salad to a sheriff .,a chief fed a sheriff a salad .
the son fed the cheese to the author .,the son fed the author the cheese .,a chief fed a salad to a sheriff .,a chief fed a sheriff a salad .
the lawyer fed the candy to the doctor .,the lawyer fed the doctor the candy .,a chief fed a salad to a sheriff .,a chief fed a sheriff a salad .
the boy fed the chocolate to the attorney .,the boy fed the attorney the chocolate .,a chief fed a salad to a sheriff .,a chief fed a sheriff a salad .
the manager fed the chocolate to the reader .,the manager fed the reader the chocolate .,a chief fed a salad to a sheriff .,a chief fed a sheriff a salad .
the bishop fed the cheese to the candidate .,the bishop fed the candidate the cheese .,a chief fed a salad to a sheriff .,a chief fed a sheriff a salad .
the lawyer fed the pie to the mother .,the lawyer fed the mother the pie .,a chief fed a salad to a sheriff .,a chief fed a sheriff a salad .
the attorney fed the cheese to the friend .,the attorney fed the friend the cheese .,a chief fed a salad to a sheriff .,a chief fed a sheriff a salad .
the brother sold the coffee to the band .,the brother sold the band the coffee .,a colonel sold a juice to a company .,a colonel sold a company a juice .
the mayor sold the key to the partner .,the mayor sold the partner the key .,a colonel sold a juice to a company .,a colonel sold a company a juice .
the secretary sold the machine to the band .,the secretary sold the band the machine .,a colonel sold a juice to a company .,a colonel sold a company a juice .
the guy sold the chocolate to the wife .,the guy sold the wife the chocolate .,a colonel sold a juice to a company .,a colonel sold a company a juice .
the winner sold the chocolate to the professor .,the winner sold the professor the chocolate .,a colonel sold a juice to a company .,a colonel sold a company a juice .
the son sold the candy to the band .,the son sold the band the candy .,a colonel sold a juice to a company .,a colonel sold a company a juice .
the opponent sold the chocolate to the administration .,the opponent sold the administration the chocolate .,a colonel sold a juice to a company .,a colonel sold a company a juice .
the manager sold the crystal to the aunt .,the manager sold the aunt the crystal .,a colonel sold a juice to a company .,a colonel sold a company a juice .
the physician sold the cheese to the opponent .,the physician sold the opponent the cheese .,a colonel sold a juice to a company .,a colonel sold a company a juice .
the secretary sold the crystal to the administration .,the secretary sold the administration the crystal .,a colonel sold a juice to a company .,a colonel sold a company a juice .
a band designed a wire for a corporation .,a band designed a corporation a wire .,the friend designed the television for the cousin .,the friend designed the cousin the television .
a band designed a cigarette for an administration .,a band designed an administration a cigarette .,the friend designed the television for the cousin .,the friend designed the cousin the television .
an army designed a flower for an administration .,an army designed an administration a flower .,the friend designed the television for the cousin .,the friend designed the cousin the television .
a priest designed an engine for a pilot .,a priest designed a pilot an engine .,the friend designed the television for the cousin .,the friend designed the cousin the television .
an author designed a flower for a winner .,an author designed a winner a flower .,the friend designed the television for the cousin .,the friend designed the cousin the television .
a guy designed a camera for a president .,a guy designed a president a camera .,the friend designed the television for the cousin .,the friend designed the cousin the television .
a corporation designed an instrument for a business .,a corporation designed a business an instrument .,the friend designed the television for the cousin .,the friend designed the cousin the television .
a physician designed a pot for a parent .,a physician designed a parent a pot .,the friend designed the television for the cousin .,the friend designed the cousin the television .
a candidate designed a newspaper for a champion .,a candidate designed a champion a newspaper .,the friend designed the television for the cousin .,the friend designed the cousin the television .
a band designed an anchor for a corporation .,a band designed a corporation an anchor .,the friend designed the television for the cousin .,the friend designed the cousin the television .
the secretary took the instrument to the soldier .,the secretary took the soldier the instrument .,a guy took a jacket to a manager .,a guy took a manager a jacket .
the pilot took the book to the friend .,the pilot took the friend the book .,a guy took a jacket to a manager .,a guy took a manager a jacket .
the reader took the engine to the professor .,the reader took the professor the engine .,a guy took a jacket to a manager .,a guy took a manager a jacket .
the friend took the glass to the scientist .,the friend took the scientist the glass .,a guy took a jacket to a manager .,a guy took a manager a jacket .
the father took the pot to the aunt .,the father took the aunt the pot .,a guy took a jacket to a manager .,a guy took a manager a jacket .
the nurse took the bag to the guest .,the nurse took the guest the bag .,a guy took a jacket to a manager .,a guy took a manager a jacket .
the champion took the crystal to the cop .,the champion took the cop the crystal .,a guy took a jacket to a manager .,a guy took a manager a jacket .
the husband took the television to the daughter .,the husband took the daughter the television .,a guy took a jacket to a manager .,a guy took a manager a jacket .
the cousin took the bottle to the friend .,the cousin took the friend the bottle .,a guy took a jacket to a manager .,a guy took a manager a jacket .
the reader took the television to the priest .,the reader took the priest the television .,a guy took a jacket to a manager .,a guy took a manager a jacket .
an aunt saved a meal for a boy .,an aunt saved a boy a meal .,the chief saved the pie for the opponent .,the chief saved the opponent the pie .
a worker saved a bottle for an army .,a worker saved an army a bottle .,the chief saved the pie for the opponent .,the chief saved the opponent the pie .
a reader saved a beer for a guest .,a reader saved a guest a beer .,the chief saved the pie for the opponent .,the chief saved the opponent the pie .
a secretary saved a tea for a business .,a secretary saved a business a tea .,the chief saved the pie for the opponent .,the chief saved the opponent the pie .
an employer saved a chicken for a secretary .,an employer saved a secretary a chicken .,the chief saved the pie for the opponent .,the chief saved the opponent the pie .
a president saved a button for an actor .,a president saved an actor a button .,the chief saved the pie for the opponent .,the chief saved the opponent the pie .
a guest saved a juice for a corporation .,a guest saved a corporation a juice .,the chief saved the pie for the opponent .,the chief saved the opponent the pie .
