pa, pp, ta, tp
the king ate the salad .,the salad was eaten by the king .,a worker drinks a juice .,a juice is drunk by a worker .
the brother ate the meal .,the meal was eaten by the brother .,a worker drinks a juice .,a juice is drunk by a worker .
the adult ate the meal .,the meal was eaten by the adult .,a worker drinks a juice .,a juice is drunk by a worker .
the minister tastes the chocolate .,the chocolate is tasted by the minister .,a wife smelled a cheese .,a cheese was smelled by a wife .
the father tastes the chocolate .,the chocolate is tasted by the father .,a wife smelled a cheese .,a cheese was smelled by a wife .
the student tastes the meal .,the meal is tasted by the student .,a wife smelled a cheese .,a cheese was smelled by a wife .
the worker tastes the salad .,the salad is tasted by the worker .,a wife smelled a cheese .,a cheese was smelled by a wife .
the pilot tastes the candy .,the candy is tasted by the pilot .,a wife smelled a cheese .,a cheese was smelled by a wife .
the employer tastes the salad .,the salad is tasted by the employer .,a wife smelled a cheese .,a cheese was smelled by a wife .
the friend tastes the meal .,the meal is tasted by the friend .,a wife smelled a cheese .,a cheese was smelled by a wife .
the chief tastes the salad .,the salad is tasted by the chief .,a wife smelled a cheese .,a cheese was smelled by a wife .
the bishop tastes the pie .,the pie is tasted by the bishop .,a wife smelled a cheese .,a cheese was smelled by a wife .
the cousin tastes the salad .,the salad is tasted by the cousin .,a wife smelled a cheese .,a cheese was smelled by a wife .
a princess eats a salad .,a salad is eaten by a princess .,the secretary tasted the cheese .,the cheese was tasted by the secretary .
a child smells a juice .,a juice is smelled by a child .,the secretary tasted the cheese .,the cheese was tasted by the secretary .
an uncle eats a chicken .,a chicken is eaten by an uncle .,the secretary tasted the cheese .,the cheese was tasted by the secretary .
a prince eats a chicken .,a chicken is eaten by a prince .,the secretary tasted the cheese .,the cheese was tasted by the secretary .
a priest smells a tea .,a tea is smelled by a priest .,the secretary tasted the cheese .,the cheese was tasted by the secretary .
a child smells a juice .,a juice is smelled by a child .,the secretary tasted the cheese .,the cheese was tasted by the secretary .
an author eats a salad .,a salad is eaten by an author .,the secretary tasted the cheese .,the cheese was tasted by the secretary .
an actress smells a bell .,a bell is smelled by an actress .,the secretary tasted the cheese .,the cheese was tasted by the secretary .
a partner smells a juice .,a juice is smelled by a partner .,the secretary tasted the cheese .,the cheese was tasted by the secretary .
a prince smells an engine .,an engine is smelled by a prince .,the secretary tasted the cheese .,the cheese was tasted by the secretary .
the club protects the uncle .,the uncle is protected by the club .,a corporation kept a beer .,a beer was kept by a corporation .
the boy protects the employee .,the employee is protected by the boy .,a corporation kept a beer .,a beer was kept by a corporation .
the administration protects the employer .,the employer is protected by the administration .,a corporation kept a beer .,a beer was kept by a corporation .
the army protects the student .,the student is protected by the army .,a corporation kept a beer .,a beer was kept by a corporation .
the administration protects the king .,the king is protected by the administration .,a corporation kept a beer .,a beer was kept by a corporation .
the boy protects the employer .,the employer is protected by the boy .,a corporation kept a beer .,a beer was kept by a corporation .
the president protects the lawyer .,the lawyer is protected by the president .,a corporation kept a beer .,a beer was kept by a corporation .
the administration protects the woman .,the woman is protected by the administration .,a corporation kept a beer .,a beer was kept by a corporation .
the boy protects the prince .,the prince is protected by the boy .,a corporation kept a beer .,a beer was kept by a corporation .
the band protects the reader .,the reader is protected by the band .,a corporation kept a beer .,a beer was kept by a corporation .
the singer hurts the minister .,the minister is hurt by the singer .,a hero beat a lady .,a lady was beaten by a hero .
the captain hurts the reader .,the reader is hurt by the captain .,a hero beat a lady .,a lady was beaten by a hero .
the manager hurts the parent .,the parent is hurt by the manager .,a hero beat a lady .,a lady was beaten by a hero .
the opponent hurts the band .,the band is hurt by the opponent .,a hero beat a lady .,a lady was beaten by a hero .
the employee hurts the daughter .,the daughter is hurt by the employee .,a hero beat a lady .,a lady was beaten by a hero .
the leader hurts the opponent .,the opponent is hurt by the leader .,a hero beat a lady .,a lady was beaten by a hero .
the employee hurts the son .,the son is hurt by the employee .,a hero beat a lady .,a lady was beaten by a hero .
the worker hurts the corporation .,the corporation is hurt by the worker .,a hero beat a lady .,a lady was beaten by a hero .
the partner hurts the princess .,the princess is hurt by the partner .,a hero beat a lady .,a lady was beaten by a hero .
the manager hurts the boy .,the boy is hurt by the manager .,a hero beat a lady .,a lady was beaten by a hero .
the doctor kisses the actor .,the actor is kissed by the doctor .,a secretary embraced a teacher .,a teacher was embraced by a secretary .
the partner kisses the princess .,the princess is kissed by the partner .,a secretary embraced a teacher .,a teacher was embraced by a secretary .
the colonel kisses the president .,the president is kissed by the colonel .,a secretary embraced a teacher .,a teacher was embraced by a secretary .
the soldier kisses the winner .,the winner is kissed by the soldier .,a secretary embraced a teacher .,a teacher was embraced by a secretary .
the chief kisses the guy .,the guy is kissed by the chief .,a secretary embraced a teacher .,a teacher was embraced by a secretary .
the lawyer kisses the actor .,the actor is kissed by the lawyer .,a secretary embraced a teacher .,a teacher was embraced by a secretary .
the mother kisses the leader .,the leader is kissed by the mother .,a secretary embraced a teacher .,a teacher was embraced by a secretary .
the soldier kisses the guy .,the guy is kissed by the soldier .,a secretary embraced a teacher .,a teacher was embraced by a secretary .
the son kisses the cop .,the cop is kissed by the son .,a secretary embraced a teacher .,a teacher was embraced by a secretary .
the partner kisses the chief .,the chief is kissed by the partner .,a secretary embraced a teacher .,a teacher was embraced by a secretary .
a bishop caught a juice .,a juice was caught by a bishop .,the winner grabs the pot .,the pot is grabbed by the winner .
a manager caught a secretary .,a secretary was caught by a manager .,the winner grabs the pot .,the pot is grabbed by the winner .
a lawyer caught a manager .,a manager was caught by a lawyer .,the winner grabs the pot .,the pot is grabbed by the winner .
a scientist caught a soldier .,a soldier was caught by a scientist .,the winner grabs the pot .,the pot is grabbed by the winner .
a mayor caught a juice .,a juice was caught by a mayor .,the winner grabs the pot .,the pot is grabbed by the winner .
a singer caught a cheese .,a cheese was caught by a singer .,the winner grabs the pot .,the pot is grabbed by the winner .
a kid caught a coffee .,a coffee was caught by a kid .,the winner grabs the pot .,the pot is grabbed by the winner .
an actress caught a beer .,a beer was caught by an actress .,the winner grabs the pot .,the pot is grabbed by the winner .
a mayor caught a beer .,a beer was caught by a mayor .,the winner grabs the pot .,the pot is grabbed by the winner .
a cop caught a candy .,a candy was caught by a cop .,the winner grabs the pot .,the pot is grabbed by the winner .
a doctor ate a meal .,a meal was eaten by a doctor .,the woman drinks the coffee .,the coffee is drunk by the woman .
a champion ate a meal .,a meal was eaten by a champion .,the woman drinks the coffee .,the coffee is drunk by the woman .
a daughter ate a meal .,a meal was eaten by a daughter .,the woman drinks the coffee .,the coffee is drunk by the woman .
a brother ate a pie .,a pie was eaten by a brother .,the woman drinks the coffee .,the coffee is drunk by the woman .
an opponent ate a cheese .,a cheese was eaten by an opponent .,the woman drinks the coffee .,the coffee is drunk by the woman .
an author ate a cheese .,a cheese was eaten by an author .,the woman drinks the coffee .,the coffee is drunk by the woman .
a physician ate a meal .,a meal was eaten by a physician .,the woman drinks the coffee .,the coffee is drunk by the woman .
a student ate a chicken .,a chicken was eaten by a student .,the woman drinks the coffee .,the coffee is drunk by the woman .
a winner ate a salad .,a salad was eaten by a winner .,the woman drinks the coffee .,the coffee is drunk by the woman .
a chief ate a chocolate .,a chocolate was eaten by a chief .,the woman drinks the coffee .,the coffee is drunk by the woman .
a king ate a pie .,a pie was eaten by a king .,the uncle drinks the beer .,the beer is drunk by the uncle .
a hero ate a salad .,a salad was eaten by a hero .,the uncle drinks the beer .,the beer is drunk by the uncle .
a partner ate a salad .,a salad was eaten by a partner .,the uncle drinks the beer .,the beer is drunk by the uncle .
a child ate a cheese .,a cheese was eaten by a child .,the uncle drinks the beer .,the beer is drunk by the uncle .
a parent ate a cheese .,a cheese was eaten by a parent .,the uncle drinks the beer .,the beer is drunk by the uncle .
a brother ate a chicken .,a chicken was eaten by a brother .,the uncle drinks the beer .,the beer is drunk by the uncle .
a physician ate a pie .,a pie was eaten by a physician .,the uncle drinks the beer .,the beer is drunk by the uncle .
a student ate a chocolate .,a chocolate was eaten by a student .,the uncle drinks the beer .,the beer is drunk by the uncle .
a prince ate a salad .,a salad was eaten by a prince .,the uncle drinks the beer .,the beer is drunk by the uncle .
a sheriff ate a chocolate .,a chocolate was eaten by a sheriff .,the uncle drinks the beer .,the beer is drunk by the uncle .
a colonel left a bag .,a bag was left by a colonel .,the lawyer removes the plate .,the plate is removed by the lawyer .
a writer left a guitar .,a guitar was left by a writer .,the lawyer removes the plate .,the plate is removed by the lawyer .
a leader left a knife .,a knife was left by a leader .,the lawyer removes the plate .,the plate is removed by the lawyer .
a partner left a crystal .,a crystal was left by a partner .,the lawyer removes the plate .,the plate is removed by the lawyer .
a sheriff left a pot .,a pot was left by a sheriff .,the lawyer removes the plate .,the plate is removed by the lawyer .
an uncle left a knife .,a knife was left by an uncle .,the lawyer removes the plate .,the plate is removed by the lawyer .
a singer left a bottle .,a bottle was left by a singer .,the lawyer removes the plate .,the plate is removed by the lawyer .
a husband left a cigarette .,a cigarette was left by a husband .,the lawyer removes the plate .,the plate is removed by the lawyer .
a teacher left a bag .,a bag was left by a teacher .,the lawyer removes the plate .,the plate is removed by the lawyer .
a child left a knife .,a knife was left by a child .,the lawyer removes the plate .,the plate is removed by the lawyer .
a wife led a band .,a band was led by a wife .,the captain follows the club .,the club is followed by the captain .
a cousin led a band .,a band was led by a cousin .,the captain follows the club .,the club is followed by the captain .
an employee led a band .,a band was led by an employee .,the captain follows the club .,the club is followed by the captain .
a parent led a company .,a company was led by a parent .,the captain follows the club .,the club is followed by the captain .
a cousin led a band .,a band was led by a cousin .,the captain follows the club .,the club is followed by the captain .
a student led a band .,a band was led by a student .,the captain follows the club .,the club is followed by the captain .
a minister led a band .,a band was led by a minister .,the captain follows the club .,the club is followed by the captain .
a professor led a business .,a business was led by a professor .,the captain follows the club .,the club is followed by the captain .
a reader led a business .,a business was led by a reader .,the captain follows the club .,the club is followed by the captain .
a worker led a corporation .,a corporation was led by a worker .,the captain follows the club .,the club is followed by the captain .
the company helped the student .,the student was helped by the company .,a band uses a plate .,a plate is used by a band .
the lawyer helped the lady .,the lady was helped by the lawyer .,a band uses a plate .,a plate is used by a band .
the friend helped the wife .,the wife was helped by the friend .,a band uses a plate .,a plate is used by a band .
the attorney helped the actress .,the actress was helped by the attorney .,a band uses a plate .,a plate is used by a band .
the parent helped the man .,the man was helped by the parent .,a band uses a plate .,a plate is used by a band .
the boy helped the actress .,the actress was helped by the boy .,a band uses a plate .,a plate is used by a band .
the company helped the scientist .,the scientist was helped by the company .,a band uses a plate .,a plate is used by a band .
the colonel helped the worker .,the worker was helped by the colonel .,a band uses a plate .,a plate is used by a band .
the guy helped the employee .,the employee was helped by the guy .,a band uses a plate .,a plate is used by a band .
the mother helped the soldier .,the soldier was helped by the mother .,a band uses a plate .,a plate is used by a band .
a club helps a chief .,a chief is helped by a club .,the cop prepared the tea .,the tea was prepared by the cop .
a club helps a doctor .,a doctor is helped by a club .,the cop prepared the tea .,the tea was prepared by the cop .
a business helps a captain .,a captain is helped by a business .,the cop prepared the tea .,the tea was prepared by the cop .
a king helps a secretary .,a secretary is helped by a king .,the cop prepared the tea .,the tea was prepared by the cop .
a secretary helps a priest .,a priest is helped by a secretary .,the cop prepared the tea .,the tea was prepared by the cop .
a business helps a partner .,a partner is helped by a business .,the cop prepared the tea .,the tea was prepared by the cop .
a singer helps a physician .,a physician is helped by a singer .,the cop prepared the tea .,the tea was prepared by the cop .
a secretary helps a doctor .,a doctor is helped by a secretary .,the cop prepared the tea .,the tea was prepared by the cop .
a mayor helps a woman .,a woman is helped by a mayor .,the cop prepared the tea .,the tea was prepared by the cop .
a parent helps a leader .,a leader is helped by a parent .,the cop prepared the tea .,the tea was prepared by the cop .
the husband led the army .,the army was led by the husband .,a woman follows a chief .,a chief is followed by a woman .
the doctor led the band .,the band was led by the doctor .,a woman follows a chief .,a chief is followed by a woman .
the hero led the company .,the company was led by the hero .,a woman follows a chief .,a chief is followed by a woman .
the nurse led the club .,the club was led by the nurse .,a woman follows a chief .,a chief is followed by a woman .
the manager led the army .,the army was led by the manager .,a woman follows a chief .,a chief is followed by a woman .
the boy led the club .,the club was led by the boy .,a woman follows a chief .,a chief is followed by a woman .
the singer led the business .,the business was led by the singer .,a woman follows a chief .,a chief is followed by a woman .
the friend led the corporation .,the corporation was led by the friend .,a woman follows a chief .,a chief is followed by a woman .
the child led the business .,the business was led by the child .,a woman follows a chief .,a chief is followed by a woman .
the guy led the administration .,the administration was led by the guy .,a woman follows a chief .,a chief is followed by a woman .
the daughter tastes the salad .,the salad is tasted by the daughter .,a manager smelled a cheese .,a cheese was smelled by a manager .
the soldier tastes the chicken .,the chicken is tasted by the soldier .,a manager smelled a cheese .,a cheese was smelled by a manager .
the president tastes the salad .,the salad is tasted by the president .,a manager smelled a cheese .,a cheese was smelled by a manager .
the guy tastes the salad .,the salad is tasted by the guy .,a manager smelled a cheese .,a cheese was smelled by a manager .
the buddy tastes the salad .,the salad is tasted by the buddy .,a manager smelled a cheese .,a cheese was smelled by a manager .
the mayor tastes the chocolate .,the chocolate is tasted by the mayor .,a manager smelled a cheese .,a cheese was smelled by a manager .
the daughter tastes the salad .,the salad is tasted by the daughter .,a manager smelled a cheese .,a cheese was smelled by a manager .
the parent tastes the candy .,the candy is tasted by the parent .,a manager smelled a cheese .,a cheese was smelled by a manager .
the uncle tastes the chocolate .,the chocolate is tasted by the uncle .,a manager smelled a cheese .,a cheese was smelled by a manager .
the sheriff tastes the chicken .,the chicken is tasted by the sheriff .,a manager smelled a cheese .,a cheese was smelled by a manager .
the kid understands the buddy .,the buddy is understood by the kid .,a woman forgave a bishop .,a bishop was forgiven by a woman .
the president forgets the flower .,the flower is forgotten by the president .,a woman forgave a bishop .,a bishop was forgiven by a woman .
the daughter forgets the reader .,the reader is forgotten by the daughter .,a woman forgave a bishop .,a bishop was forgiven by a woman .
the lawyer accepts the ball .,the ball is accepted by the lawyer .,a woman forgave a bishop .,a bishop was forgiven by a woman .
the minister forgets the juice .,the juice is forgotten by the minister .,a woman forgave a bishop .,a bishop was forgiven by a woman .
the boy accepts the coat .,the coat is accepted by the boy .,a woman forgave a bishop .,a bishop was forgiven by a woman .
the candidate forgets the chocolate .,the chocolate is forgotten by the candidate .,a woman forgave a bishop .,a bishop was forgiven by a woman .
the friend understands the champion .,the champion is understood by the friend .,a woman forgave a bishop .,a bishop was forgiven by a woman .
the manager accepts the engine .,the engine is accepted by the manager .,a woman forgave a bishop .,a bishop was forgiven by a woman .
the winner understands the parent .,the parent is understood by the winner .,a woman forgave a bishop .,a bishop was forgiven by a woman .
a bishop protected a prince .,a prince was protected by a bishop .,the adult keeps the juice .,the juice is kept by the adult .
an attorney protected a daughter .,a daughter was protected by an attorney .,the adult keeps the juice .,the juice is kept by the adult .
a business protected a prince .,a prince was protected by a business .,the adult keeps the juice .,the juice is kept by the adult .
an army protected an actress .,an actress was protected by an army .,the adult keeps the juice .,the juice is kept by the adult .
an actor protected a husband .,a husband was protected by an actor .,the adult keeps the juice .,the juice is kept by the adult .
a business protected an actor .,an actor was protected by a business .,the adult keeps the juice .,the juice is kept by the adult .
a company protected a prince .,a prince was protected by a company .,the adult keeps the juice .,the juice is kept by the adult .
a scientist protected a woman .,a woman was protected by a scientist .,the adult keeps the juice .,the juice is kept by the adult .
a band protected a lawyer .,a lawyer was protected by a band .,the adult keeps the juice .,the juice is kept by the adult .
a president protected a prince .,a prince was protected by a president .,the adult keeps the juice .,the juice is kept by the adult .
the woman hurts the reader .,the reader is hurt by the woman .,a daughter beat a king .,a king was beaten by a daughter .
the husband hurts the army .,the army is hurt by the husband .,a daughter beat a king .,a king was beaten by a daughter .
the worker hurts the administration .,the administration is hurt by the worker .,a daughter beat a king .,a king was beaten by a daughter .
the husband hurts the business .,the business is hurt by the husband .,a daughter beat a king .,a king was beaten by a daughter .
the husband hurts the corporation .,the corporation is hurt by the husband .,a daughter beat a king .,a king was beaten by a daughter .
the winner hurts the nurse .,the nurse is hurt by the winner .,a daughter beat a king .,a king was beaten by a daughter .
the minister hurts the opponent .,the opponent is hurt by the minister .,a daughter beat a king .,a king was beaten by a daughter .
the buddy hurts the actor .,the actor is hurt by the buddy .,a daughter beat a king .,a king was beaten by a daughter .
the lady hurts the administration .,the administration is hurt by the lady .,a daughter beat a king .,a king was beaten by a daughter .
the winner hurts the soldier .,the soldier is hurt by the winner .,a daughter beat a king .,a king was beaten by a daughter .
the kid drinks the coffee .,the coffee is drunk by the kid .,a guy punched a mayor .,a mayor was punched by a guy .
the uncle strikes the buddy .,the buddy is struck by the uncle .,a guy punched a mayor .,a mayor was punched by a guy .
the husband strikes the wife .,the wife is struck by the husband .,a guy punched a mayor .,a mayor was punched by a guy .
the singer strikes the buddy .,the buddy is struck by the singer .,a guy punched a mayor .,a mayor was punched by a guy .
the minister strikes the employer .,the employer is struck by the minister .,a guy punched a mayor .,a mayor was punched by a guy .
the winner strikes the parent .,the parent is struck by the winner .,a guy punched a mayor .,a mayor was punched by a guy .
the nurse drinks the tea .,the tea is drunk by the nurse .,a guy punched a mayor .,a mayor was punched by a guy .
the son drinks the beer .,the beer is drunk by the son .,a guy punched a mayor .,a mayor was punched by a guy .
the physician drinks the beer .,the beer is drunk by the physician .,a guy punched a mayor .,a mayor was punched by a guy .
the student drinks the tea .,the tea is drunk by the student .,a guy punched a mayor .,a mayor was punched by a guy .
a buddy catches a doctor .,a doctor is caught by a buddy .,the adult chased the business .,the business was chased by the adult .
a colonel catches a tea .,a tea is caught by a colonel .,the adult chased the business .,the business was chased by the adult .
a daughter catches a flower .,a flower is caught by a daughter .,the adult chased the business .,the business was chased by the adult .
a chief catches a tea .,a tea is caught by a chief .,the adult chased the business .,the business was chased by the adult .
a secretary catches a key .,a key is caught by a secretary .,the adult chased the business .,the business was chased by the adult .
a mayor catches a tea .,a tea is caught by a mayor .,the adult chased the business .,the business was chased by the adult .
a physician catches an instrument .,an instrument is caught by a physician .,the adult chased the business .,the business was chased by the adult .
a pilot catches a winner .,a winner is caught by a pilot .,the adult chased the business .,the business was chased by the adult .
a bishop catches a scientist .,a scientist is caught by a bishop .,the adult chased the business .,the business was chased by the adult .
a bishop catches a student .,a student is caught by a bishop .,the adult chased the business .,the business was chased by the adult .
the buddy uses the iron .,the iron is used by the buddy .,a business helped a sheriff .,a sheriff was helped by a business .
the father comforts the boy .,the boy is comforted by the father .,a business helped a sheriff .,a sheriff was helped by a business .
the parent comforts the minister .,the minister is comforted by the parent .,a business helped a sheriff .,a sheriff was helped by a business .
the student asks the army .,the army is asked by the student .,a business helped a sheriff .,a sheriff was helped by a business .
the buddy uses the log .,the log is used by the buddy .,a business helped a sheriff .,a sheriff was helped by a business .
the scientist comforts the prince .,the prince is comforted by the scientist .,a business helped a sheriff .,a sheriff was helped by a business .
the buddy uses the log .,the log is used by the buddy .,a business helped a sheriff .,a sheriff was helped by a business .
the prince asks the army .,the army is asked by the prince .,a business helped a sheriff .,a sheriff was helped by a business .
the candidate comforts the scientist .,the scientist is comforted by the candidate .,a business helped a sheriff .,a sheriff was helped by a business .
the pilot uses the computer .,the computer is used by the pilot .,a business helped a sheriff .,a sheriff was helped by a business .
an attorney leaves a bell .,a bell is left by an attorney .,the woman joined the secretary .,the secretary was joined by the woman .
a champion leaves a bottle .,a bottle is left by a champion .,the woman joined the secretary .,the secretary was joined by the woman .
a doctor leaves a gun .,a gun is left by a doctor .,the woman joined the secretary .,the secretary was joined by the woman .
a hero leaves a bottle .,a bottle is left by a hero .,the woman joined the secretary .,the secretary was joined by the woman .
a doctor leaves a wire .,a wire is left by a doctor .,the woman joined the secretary .,the secretary was joined by the woman .
a lawyer leaves a crystal .,a crystal is left by a lawyer .,the woman joined the secretary .,the secretary was joined by the woman .
a singer leaves an anchor .,an anchor is left by a singer .,the woman joined the secretary .,the secretary was joined by the woman .
a kid leaves a cigarette .,a cigarette is left by a kid .,the woman joined the secretary .,the secretary was joined by the woman .
a lawyer leaves an iron .,an iron is left by a lawyer .,the woman joined the secretary .,the secretary was joined by the woman .
a friend leaves a television .,a television is left by a friend .,the woman joined the secretary .,the secretary was joined by the woman .
a manager helped a hero .,a hero was helped by a manager .,the army uses the telephone .,the telephone is used by the army .
a business helped a partner .,a partner was helped by a business .,the army uses the telephone .,the telephone is used by the army .
a club helped an opponent .,an opponent was helped by a club .,the army uses the telephone .,the telephone is used by the army .
a band helped a parent .,a parent was helped by a band .,the army uses the telephone .,the telephone is used by the army .
a band helped an actress .,an actress was helped by a band .,the army uses the telephone .,the telephone is used by the army .
a club helped a friend .,a friend was helped by a club .,the army uses the telephone .,the telephone is used by the army .
an administration helped a writer .,a writer was helped by an administration .,the army uses the telephone .,the telephone is used by the army .
an opponent helped an attorney .,an attorney was helped by an opponent .,the army uses the telephone .,the telephone is used by the army .
a business helped a parent .,a parent was helped by a business .,the army uses the telephone .,the telephone is used by the army .
a business helped a lawyer .,a lawyer was helped by a business .,the army uses the telephone .,the telephone is used by the army .
the cousin left the cigarette .,the cigarette was left by the cousin .,a nurse joins an administration .,an administration is joined by a nurse .
the princess left the jacket .,the jacket was left by the princess .,a nurse joins an administration .,an administration is joined by a nurse .
the employee left the newspaper .,the newspaper was left by the employee .,a nurse joins an administration .,an administration is joined by a nurse .
the worker left the jacket .,the jacket was left by the worker .,a nurse joins an administration .,an administration is joined by a nurse .
the prince left the flower .,the flower was left by the prince .,a nurse joins an administration .,an administration is joined by a nurse .
the man left the camera .,the camera was left by the man .,a nurse joins an administration .,an administration is joined by a nurse .
the partner left the gun .,the gun was left by the partner .,a nurse joins an administration .,an administration is joined by a nurse .
the cop left the flower .,the flower was left by the cop .,a nurse joins an administration .,an administration is joined by a nurse .
the employee left the book .,the book was left by the employee .,a nurse joins an administration .,an administration is joined by a nurse .
the aunt left the bowl .,the bowl was left by the aunt .,a nurse joins an administration .,an administration is joined by a nurse .
a lawyer beat a secretary .,a secretary was beaten by a lawyer .,the leader strikes the boy .,the boy is struck by the leader .
a physician beat a prince .,a prince was beaten by a physician .,the leader strikes the boy .,the boy is struck by the leader .
a secretary punched an actor .,an actor was punched by a secretary .,the leader strikes the boy .,the boy is struck by the leader .
an aunt beat a husband .,a husband was beaten by an aunt .,the leader strikes the boy .,the boy is struck by the leader .
a worker beat a cop .,a cop was beaten by a worker .,the leader strikes the boy .,the boy is struck by the leader .
an employer beat a father .,a father was beaten by an employer .,the leader strikes the boy .,the boy is struck by the leader .
a husband punched an attorney .,an attorney was punched by a husband .,the leader strikes the boy .,the boy is struck by the leader .
an actress beat a winner .,a winner was beaten by an actress .,the leader strikes the boy .,the boy is struck by the leader .
an uncle punched an actress .,an actress was punched by an uncle .,the leader strikes the boy .,the boy is struck by the leader .
an attorney punched a daughter .,a daughter was punched by an attorney .,the leader strikes the boy .,the boy is struck by the leader .
the boy ate the chocolate .,the chocolate was eaten by the boy .,a sheriff drinks a juice .,a juice is drunk by a sheriff .
the kid ate the pie .,the pie was eaten by the kid .,a sheriff drinks a juice .,a juice is drunk by a sheriff .
the hero ate the candy .,the candy was eaten by the hero .,a sheriff drinks a juice .,a juice is drunk by a sheriff .
the employee ate the chocolate .,the chocolate was eaten by the employee .,a sheriff drinks a juice .,a juice is drunk by a sheriff .
the daughter ate the cheese .,the cheese was eaten by the daughter .,a sheriff drinks a juice .,a juice is drunk by a sheriff .
the winner ate the salad .,the salad was eaten by the winner .,a sheriff drinks a juice .,a juice is drunk by a sheriff .
the employee ate the salad .,the salad was eaten by the employee .,a sheriff drinks a juice .,a juice is drunk by a sheriff .
the husband ate the chocolate .,the chocolate was eaten by the husband .,a sheriff drinks a juice .,a juice is drunk by a sheriff .
the opponent ate the meal .,the meal was eaten by the opponent .,a sheriff drinks a juice .,a juice is drunk by a sheriff .
the opponent ate the salad .,the salad was eaten by the opponent .,a sheriff drinks a juice .,a juice is drunk by a sheriff .
the manager destroys the pie .,the pie is destroyed by the manager .,a president broke a jacket .,a jacket was broken by a president .
the pilot destroys the pie .,the pie is destroyed by the pilot .,a president broke a jacket .,a jacket was broken by a president .
the champion destroys the tea .,the tea is destroyed by the champion .,a president broke a jacket .,a jacket was broken by a president .
the cop destroys the salad .,the salad is destroyed by the cop .,a president broke a jacket .,a jacket was broken by a president .
the pilot destroys the chicken .,the chicken is destroyed by the pilot .,a president broke a jacket .,a jacket was broken by a president .
the teacher destroys the pot .,the pot is destroyed by the teacher .,a president broke a jacket .,a jacket was broken by a president .
the aunt destroys the candy .,the candy is destroyed by the aunt .,a president broke a jacket .,a jacket was broken by a president .
the pilot destroys the pie .,the pie is destroyed by the pilot .,a president broke a jacket .,a jacket was broken by a president .
the mother destroys the beer .,the beer is destroyed by the mother .,a president broke a jacket .,a jacket was broken by a president .
the champion destroys the cheese .,the cheese is destroyed by the champion .,a president broke a jacket .,a jacket was broken by a president .
an opponent leaves a knife .,a knife is left by an opponent .,the candidate forgot the coffee .,the coffee was forgotten by the candidate .
an aunt forgives a hero .,a hero is forgiven by an aunt .,the candidate forgot the coffee .,the coffee was forgotten by the candidate .
